;0;1;Match id;Authors;year;title;list_of_dublication;F_D;comment
512;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-200500277-1177#S#1046496404263728.txt;the dialogues of unacquainted pairs, friends and couples. Journal of Language and Social Psychology, 17, 372-389.;;;;;;;
1098;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pei-12741793-1002#S#art#P#24862.txt;"Cornish J, Callon KE, Bava U, Lin C, Naot D, Hill BL, et al. Leptin directly regulates bone cell function in vitro and reduces bone fragility in vivo. J Endocrinol 2002;175:405–15.";;;;;;;
786;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201101616-1177#S#0044118X09353572.txt;National Centre of Epidemiology (2007). Vigilancia epidemiológica del sida en España. Registro nacional de casos de sida. Actualización a 31 de diciembre de 2007 [Epidemiological surveillance of AIDS in Spain. National Register of AIDS cases. Updated on 31 December 2007]. Retrieved July 15, 2008 from http://www.isciii.es/htdocs/centros/epidemiologia/pdf/SPNS_Informe_semestral.pdf;;;;;;;
720;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201050526-1177#S#0268580909351328.txt;Tajfel, H. and Turner, J. C. (2004) ‘An Integrative Theory of Intergroup Conflict’, in M. Hatch and M. Schultz (eds) Organizational Identity: A Reader, pp. 56–65. Oxford: Oxford University Press.;;;;;;;
297;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200948117-1111#S#j#P#1467-9531#P#2009#P#01222#P#x.txt;Park, R. E. 1966. “Estimation with Heteroscedastic Error Terms.” Econometrica 34:888.;;;;;;;
1050;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pei-12609130-1177#S#0363546509334373.txt;"Caraffa A, Cerulli G, Projetti M, Aisa G, Rizzo A. Prevention of anterior cruciate ligament injuries in soccer: a prospective controlled study of proprioceptive training. Knee Surg Sports Traumatol Arthrosc. 1996;4(1):19-21.";;;;;;;
974;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pais-2010-604597-1177#S#0094582X10372514.txt;NACLA Report on the Americas 2005 “Bolivia: privatized water company defeated.” 38 (March): 41–43.;;;;;;;
141;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200814418-1177#S#1468794107085297.txt;Miller, J. and Glassner, B. (1997) ‘The “Inside” and the “Outside”: Finding Realities in Interviews’, in D. Silverman (ed.) Qualitative Research: Theory, Method and Practice. London, Thousand Oaks, CA & New Delhi: Sage Publications.;;;;;;;
1167;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-ps-200930319-1177#S#0002716209337886.txt;Sex and the City. Episode no. 59., first air broadcast, 5 August 2001 by HBO. Directed by David Frankel and written by Jenny Bicks.;;;;;;;
1290;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/SSOAR\221.txt;Bonß, Wolfgang (1982). Die Einübung des Tatsachenblicks. Zur Struktur und Veränderung empirischer Sozialforschung. Frankfurt/M.: Suhrkamp.;;;;;;;
1078;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pei-12609130-1177#S#0363546509334373.txt;"McLean SG, Huang X, van den Bogert AJ. Association between lower extremity posture at contact and peak knee valgus moment during sidestepping: implications for ACL injury. Clin Biomech. 2005;20(8): 863-870.";;;;;;;
740;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201101616-1177#S#0044118X09353572.txt;Boyer, T. W. (2006). The development of risk-taking: A multi-perspective review. Developmental Review, 26, 291-345.;;;;;;;
245;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200943351-1177#S#0021886309335070.txt;Owen, H. (2008). Open Space technology (3rd ed.). San Francisco: Berrett-Koehler.;;;;;;;
153;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200814418-1177#S#1468794107085297.txt;Silverman, D. (1993) Interpreting Qualitative Data: Methods for Analysing Talk. London: Sage Publications.;;;;;;;
22;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200710322-1177#S#1077801206295125.txt;Larimer, M. M., Lydum, A. R., Anderson, B. K., & Turner, A. P. (1999). Male and female recipients of unwanted sexual contact in a college student sample: Prevalence rates, alcohol use, and depression symptoms. Sex Roles, 40, 295-308.;;;;;;;
757;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201101616-1177#S#0044118X09353572.txt;Gangamma, R., Slesnick, N., Toviessi, P., & Serovich, J. (2008). Comparison of HIV risks among gay, lesbian, bisexual and heterosexual homeless youth. Journal of Youth and Adolescence, 37, 456-464.;;;;;;;
465;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-ps-200830995-1057#S#eps#P#2008#P#24.txt;Closa, C. (1992) ‘The concept of citizenship in the treaty of European Union’, Common Market Law Review 29: 1137–1169.;;;;;;;
104;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200723880-1177#S#0044118X06295051.txt;Jekielek, S. M., Moore, K. A., Hair, E. C., & Scarupa, H. J. (2002). Mentoring: A promising strategy for youth development. Washington, DC: Child Trends.;;;;;;;
177;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200943351-1177#S#0021886309335070.txt;Axelrod, R., & Axelrod, E. (2000). The conference model. San Francisco: Berret-Koehler. Axelrod, E., Cady, S., & Holman, P. (in press). Working with the deeper patterns of whole system change. In W. J. Rothwell, J. M. Stavros, R. L. Sullivan, & A. Sullivan (Eds.), Practicing organization development: A guide to leading change (3rd ed.). San Francisco: Wiley Pfeiffer.;;;;;;;
570;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-200500277-1177#S#1046496404263728.txt;Raudenbush, S.W. (1997). Statistical analysis and optimal design for cluster randomized trials. Psychological Methods, 2, 173-185.;;;;;;;
444;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-ps-200507548-1177#S#0967010604049522.txt;de Silva, P. L., 1995. ‘The Efficacy of “Combat Mode”: Organisation, Political Violence, Affect and Cognition in the Case of the Liberation Tigers of Tamil Eelam’, in Pradeep Jeganathan & Qadri Ismail, eds, Unmaking the Nation: The Politics of Identity and History in Modern Sri Lanka. Colombo: Social Scientists’ Association (176–190).;;;;;;;
1019;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pei-10125244-1177#S#101053950301500109.txt;Eighty20 Statistics - Demographics, Trends, Populations and CDATA. Update August 2002. http://www.eighty20.com.au;;;;;;;
94;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200723880-1177#S#0044118X06295051.txt;Duffett, A., & Johnson, J. (2004). All work and no play? Washington, DC: Public Agenda.;;;;;;;
147;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200814418-1177#S#1468794107085297.txt;Piispa, M. and Ronkainen, S. (2005) ‘The Gendered Meanings of Violence in Focus Groups’, unpublished manuscript.;;;;;;;
272;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200948117-1111#S#j#P#1467-9531#P#2009#P#01222#P#x.txt;Anscombe, F. J. 1961. “Examination of Residuals.” Pp. 1–36 in Proceedings of the Fourth Berkeley Symposium on Mathematical Statistics and Probability, Vol. 1. Berkeley: University of California Press.;;;;;;;
1012;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pei-10125244-1177#S#101053950301500109.txt;"Lerman C, Rimer B, Trock eBt, al. Factors associated with repeated adherence to breast cancer screening. Prev Med 1990; 19: 279-90.";;;;;;;
278;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200948117-1111#S#j#P#1467-9531#P#2009#P#01222#P#x.txt;Center for Human Resource Research. 2004. National Longitudinal Survey of Youth 1979–2000 [MRDF]. National Opinion Research Center, University of Chicago[producer]. Center for Human Resource Research, Ohio State University [distributor].;;;;;;;
1047;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pei-12609130-1177#S#0363546509334373.txt;"Besier TF, Sturnieks DL, Alderson JA, Lloyd DG. Repeatability of gait data using a functional hip joint centre and a mean helical knee axis. J Biomech. 2003;36(8):1159-1168.";;;;;;;
1307;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/SSOAR\221.txt;Dörner, Dieter (1983). Empirische Psychologie und Alltagsrelevanz. In Gerd Jüttemann (Hg.), Psychologie in der Veränderung (S.13-30). Weinheim: Beltz.;;;;;;;
1053;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pei-12609130-1177#S#0363546509334373.txt;"de Leva P. Adjustments to Zatsiorsky-Seluyanov’s segment inertia parameters. J Biomech. 1996;29(9):1223-1230.";;;;;;;
329;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\201014166-1177#S#1077800409350695.txt;Levinas, E. (1991). Otherwise than being or beyond essence(Trans. A. Lingis). Boston: Kluwer Academic Publishers.;;;;;;;
917;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pais-2008-241353-1177#S#0891242408325585.txt;Bresnahan, T., Gambardella, A., & Saxenian, A. (2001). ‘Old economy’ inputs for ‘new economy’ outcomes: Cluster formation in the new Silicon Valleys. Industrial and Corporate Change, 10(4), 835-860.;;;;;;;
633;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201043149-1177#S#0265407510361729.txt;DeLuccie, M. (1995). Mothers as gatekeepers: A model of maternal mediators of father involvement. Journal of Genetic Psychology, 156, 115–131.;;;;;;;
1356;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/SSOAR\221.txt;Lévi-Strauss, Claude & Eribon, Didier (1989). Das Nahe und das Ferne. Eine Autobiographie in Gesprächen. Frankfurt/M.: Fischer.;;;;;;;
525;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-200500277-1177#S#1046496404263728.txt;Goldberg, J. (1990). Interrupting the discourse on interruptions:Ananalysis in terms of rationally neutral, power- and rapport-oriented acts. Journal of Pragmatics, 14, 883-903.;;;;;;;
1172;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-ps-200930319-1177#S#0002716209337886.txt;Taylor, Ella. 1989. Prime-time families. Berkeley: University of California Press.;;;;;;;
686;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201050526-1177#S#0268580909351328.txt;Collins, R. (2008) Violence: A Micro-Sociological Theory. Princeton, NJ: Princeton University Press.;;;;;;;
1063;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pei-12609130-1177#S#0363546509334373.txt;"Hewett TE, Myer GD, Ford KR, et al. Biomechanical measures of neuromuscular control and valgus loading of the knee predict anterior cruciate ligament injury risk in female athletes: a prospective study. Am J Sports Med. 2005;33(4):492-501.";;;;;;;
351;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-pais-2010-595067-1017#S#S0043887110000092.txt;Azam, Jean-Paul, and Jean-Jacques Laffont. 2003. “Contracting for Aid.” Journal of Development Economics 70: 25–58.;;;;;;;
123;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200814418-1177#S#1468794107085297.txt;Cahill, A.J. (2001) Rethinking Rape. Ithaca, NY & Lontoo: Cornell University Press.;;;;;;;
1208;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-ps-201024949-1177#S#0002764210368081.txt;Leone, K. C. (1997). No team, no peace: Franchise free agency in the National Football League. Columbia Law Review, 97(2), 473–523.;;;;;;;
1075;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pei-12609130-1177#S#0363546509334373.txt;"McGinley JL, Baker R, Wolfe R, Morris ME. The reliability of threedimensional kinematic gait measurements: a systematic review. Gait Posture. 2009;29(3):360-369.";;;;;;;
663;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201043149-1177#S#0265407510361729.txt;Seery, B., & Crowley, M. S. (2000). Women’s emotion work in the family. Journal of Family Issues, 21, 100–127.;;;;;;;
1145;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-ps-200908177-1111#S#j#P#1528-3585#P#2008#P#00359#P#x.txt;Van Den Berghe, Pierre L. (1967) Race and Racism: A Comparative Perspective. New York: John Wiley and Sons, Inc.;;;;;;;
338;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\201016508-1177#S#1468794109348687.txt;?Becker, H.S. (2009) ‘How to Find Out How to Do Qualitative Research’, URL: http://home.earthlink.net/~hsbecker/articles/NSF.html;;;;;;;
904;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201101954-1177#S#0952695110378952.txt;Solovey, M. (2001) ‘Project Camelot and the 1960s Epistemological Revolution: Rethinking the Politics–Patronage–Social Science Nexus’, Social Studies of Science 31: 171–206.;;;;;;;
823;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201101954-1177#S#0952695110378952.txt;Cohen-Cole, J. (2005) ‘The Reflexivity of Cognitive Science: the Scientist as Model of Human Nature’, History of the Human Sciences 18(4): 107–39.;;;;;;;
416;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-pais-2010-595067-1017#S#S0043887110000092.txt;———. 2007. “ida’s Performance-Based Allocation System: Options for Simplifying the Formula and Reducing Volatility.” Washington, D.C.: World Bank Group.;;;;;;;
1359;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/SSOAR\221.txt;Merton, Robert K. (1963/1985). Die Ambivalenz des Wissenschaftlers. In ders., Entwicklung und Wandel von Forschungsinteressen. Aufsätze zur Wissenschaftssoziologie (S. 117-146). Frankfurt/M.: Suhrkamp.;;;;;;;
692;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201050526-1177#S#0268580909351328.txt;Eitzen, D. S. (1979) ‘Sport and Deviance’, in D. S. Eitzen (ed.) Sport in Contemporary Society, pp. 161–72. New York: St Martin Press.;;;;;;;
1289;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/SSOAR\221.txt;Bock, Marlene (1992). Das halbstrukturierte-leitfadenorientierte Tiefeninterview. Theorie und Praxis der Methode am Beispiel von Paarinterviews. In Jürgen H.P. Hoffmeyer-Zlotnik (Hg.), Analyse verbaler Daten (S. 90-109). Opladen: Westdeutscher Verlag.;;;;;;;
1368;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/SSOAR\221.txt;Raeithel, Arne & Bergold, Jarg (1985). Psychologische Handlungstheorien und ihr möglicher Nutzen für die klinische Praxis. Verhaltenstherapie und Psychosoziale Praxis, 1, 7-26.;;;;;;;
107;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200723880-1177#S#0044118X06295051.txt;Passmore, A., & French, D. (2001). Development and administration of a measure to assess adolescents’ participation in leisure activities. Adolescence, 36, 67-75.;;;;;;;
53;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200719289-1177#S#0730888405285295.txt;Fernandez, R. M., &Weinberg, N. (1997). Sifting and sorting: Personal contacts and hiring in a retail bank. American Sociological Review, 62, 883-902.;;;;;;;
653;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201043149-1177#S#0265407510361729.txt;Mead,G. H. (1934). Mind, self, and society from the standpoint of a social behaviorist. Chicago: University of Chicago Press.;;;;;;;
1143;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-ps-200908177-1111#S#j#P#1528-3585#P#2008#P#00359#P#x.txt;Le Melle, Tilden J., and George W. Shepherd Jr. (1971) Race in the Future of International Relations. Journal of International Affairs Vol. XXV, Number 2, 302–314, New York: School of International Affairs, Columbia University.;;;;;;;
102;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200723880-1177#S#0044118X06295051.txt;Halpern, R., Barker, G.,& Mollard,W. (2000). Youth programs as alternative spaces to be: A study of neighborhood youth programs in Chicago’s West Town. Youth & Society, 31, 469-506.;;;;;;;
1342;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/SSOAR\221.txt;Kleining, Gerhard (1995). Lehrbuch entdeckende Sozialforschung, Bd. I: Von der Hermeneutik zur qualitativen Heuristik. München: Psychologie Verlags Union.;;;;;;;
551;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-200500277-1177#S#1046496404263728.txt;Lippa, R.,&Beauvais, C. (1983). Gender jeopardy: The effects of gender, assessed femininity and masculinity, and false success/failure feedback on performance in an experimental quiz game. Journal of Personality and Social Psychology, 44, 344-353.;;;;;;;
933;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pais-2008-241353-1177#S#0891242408325585.txt;Lewin, A. Y., & Couto, V. (2007). Next generation offshoring: The globalization of innovation (CIBER/Booz Allen Hamilton Report). Durham, NC: Duke University.;;;;;;;
362;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-pais-2010-595067-1017#S#S0043887110000092.txt;Chang, Ha-Joon. 2002. Kicking away the Ladder: Development Strategy in Historical Perspective. New York: Anthem.;;;;;;;
928;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pais-2008-241353-1177#S#0891242408325585.txt;Hoskisson, R. E., Eden, L., Lau, C. M., & Wright, M. (2000). Strategy in emerging economies. Academy of Management Journal, 43(3), 249-267.;;;;;;;
1230;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-ps-201024949-1177#S#0002764210368081.txt;Yin, R. (1989). Case study research: Design and methods. London: Sage.;;;;;;;
1021;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pei-11024008-1177#S#0959353500010004017.txt;Choi, P.Y.L. (1994) ‘Women’s Raging Hormones’, pp. 128–47 in P.Y.L. Choi and P.Nicolson (eds) Female Sexuality: Psychology, Biology and Social Context. London: Harvester Wheatsheaf.;;;;;;;
151;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200814418-1177#S#1468794107085297.txt;Renold, E. and Barter, C. (2003) ‘“Hi, I’m Ramon and I Run This Place”: Challenging the Normalisation of Violence in Children’s Homes from Young People’s Perspectives’, in E.A. Stanko (ed.) The Meanings of Violence. London & New York: Routledge.;;;;;;;
393;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-pais-2010-595067-1017#S#S0043887110000092.txt;McKinlay, R. D., and R. Little. 1977. “A Foreign Policy Model of U.S. Bilateral Aid Allocation.” World Politics 30, no. 1 (October): 58–86.;;;;;;;
544;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-200500277-1177#S#1046496404263728.txt;Kohlberg, L. (1966).A cognitive developmental analysis of children’s sex role concepts and attitudes. In E. E. Maccoby (Ed.), The development of sex differences (pp. 82-173). Stanford, CA: Stanford University Press.;;;;;;;
463;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-ps-200507548-1177#S#0967010604049522.txt;Yuval-Davis, Nira, 1997. Gender & Nation. London: Sage.;;;;;;;
160;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200829335-1093#S#bjc#S#azn028.txt;Francis , B. and Soothill , K. ( 2000 ), ‘ Does Sex Offending Lead to Homicide? ’ , Journal of Forensic Psychiatry , 11 : 49 – 61 .;;;;;;;
338;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\201016508-1177#S#1468794109348687.txt;?Becker, H.S. (2009) ‘How to Find Out How to Do Qualitative Research’, URL: http://home.earthlink.net/~hsbecker/articles/NSF.html;;;;;;;
354;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-pais-2010-595067-1017#S#S0043887110000092.txt;Becker, Gary. 1983. “A Theory of Competition among Pressure Groups for Political Influence.” Quarterly Journal of Economics 48, no. 3: 371–400.;;;;;;;
526;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-200500277-1177#S#1046496404263728.txt;Grob, L. M., & Allen, M. (1996, April). Sex differences in powerful/powerless language: A;;;;;;;
861;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201101954-1177#S#0952695110378952.txt;Hockett, C. (1939) ‘Potawatomi Syntax’, Language 15: 235–48.;;;;;;;
352;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-pais-2010-595067-1017#S#S0043887110000092.txt;Barro, Robert J., and Jong-Wha Lee. 2005. “imf-Programs: Who Is Chosen and What Are the Effects? ” Journal of Monetary Economics 52: 1245–69.;;;;;;;
58;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200719289-1177#S#0730888405285295.txt;Grieco, M. (1987). Keeping it in the family: Social networks and employment chance. London: Tavistock.;;;;;;;
1061;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pei-12609130-1177#S#0363546509334373.txt;"Hewett TE, Lindenfeld TN, Riccobene JV, Noyes FR. The effect of neuromuscular training on the incidence of knee injury in female athletes: a prospective study. Am J Sports Med. 1999;27(6):699-706.";;;;;;;
621;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201043053-1177#S#1532708609354719.txt;Tennant, M. (2003). Learning to work, working to learn. In C. Symes & J. McIntyre (Eds.), Working knowledge: The new vocationalism and higher education (pp. 123-133). Berkshire, UK: Open University Press.;;;;;;;
82;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200723880-1177#S#0044118X06295051.txt;?Aneshensel, C. S., & Sucoff, C. A. (1996). The neighborhood context of adolescent mental health. Journal of Health and Social Behavior, 37, 293-310.;;;;;;;
1270;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/SSOAR\120.txt;Roth, A. & Stüwert, A. (1996). Rund ums Tragen – Eine empirische Studie über die Befindlichkeit von Müttern, die sich vorgenommen haben, ihr Kind kontinuierlich am Körper zu tragen. Unv. Diplomarbeit, Institut für Klinische Psychologie, Psychologische Diagnostik und Gemeindepsychologie, FU Berlin.;;;;;;;
1181;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-ps-201024949-1177#S#0002764210368081.txt;Bryant, J., & Miron, D. (2004). Theory and research in mass communication. Journal of Communication, 54, 662–704.;;;;;;;
204;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200943351-1177#S#0021886309335070.txt;Eisenhardt, K. M., & Martin, J. A. (2000). Dynamic capabilities: What are they? Strategic Management Journal, 21, 1105-1121.;;;;;;;
1334;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/SSOAR\221.txt;"Jahoda, Marie; Lazarsfeld, Paul F. & Zeisel, Hans (1933/1975). Die Arbeitslosen von Marienthal. Ein soziographischer Versuch über die Wirkung langandauernder Arbeitslosigkeit. Frankfurt/ M.: Suhrkamp.";;;;;;;
