new_id,ref_id,sowi_id,sourcefile,ref_text_x,ref_text_y,ref_seg,ref_seg_dic
f2_772,772,"['csa-assia-58385', ""'csa-assia-58385'""]",R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201101616-1177#S#0044118X09353572.txt,"Kalichman, S. C., & Rompa, D. (1995). Sexual sensation seeking and sexual compulsivity scales: Reliability, validity and predicting HIV risk behaviour. Journal of Personality Assessment, 65, 586-601.","Kalichman, S. C., & Rompa, D. (1995). Sexual sensation seeking and sexual compulsivity scales: Reliability, validity and predicting HIV risk behaviour. Journal of Personality Assessment, 65, 586-601.","<author><surname prob=""0.9595"">Kalichman</surname>, <given-names prob=""0.9587"">S.</given-names> <given-names prob=""0.8037"">C</given-names></author> &., <author><surname prob=""0.9771"">Rompa</surname>, <given-names prob=""0.9942"">D.</given-names></author> (<year prob=""1.0000"">1995</year>). <title prob=""0.9936"">Sexual</title> <title prob=""0.9982"">sensation</title> <title prob=""0.9988"">seeking</title> <title prob=""0.9990"">and</title> <title prob=""0.9992"">sexual</title> <title prob=""0.9991"">compulsivity</title> <title prob=""0.9982"">scales:</title> <title prob=""0.9972"">Reliability,</title> <title prob=""0.9859"">validity</title> <title prob=""0.9846"">and</title> <title prob=""0.9820"">predicting</title> <title prob=""0.9785"">HIV</title> <title prob=""0.9723"">risk</title> <title prob=""0.9583"">behaviour</title>. <source prob=""0.8596"">Journal</source> <source prob=""0.9147"">of</source> <source prob=""0.9472"">Personality</source> <source prob=""0.9482"">Assessment</source>, <volume prob=""0.9810"">65</volume>, <fpage prob=""0.9988"">586</fpage> - <lpage prob=""0.9988"">601</lpage>.","{""author"": [[{""score"": ""0.9595"", ""surname"": ""Kalichman""}, {""given-names"": ""S."", ""score"": ""0.9587""}, {""given-names"": ""C"", ""score"": ""0.8037""}], [{""score"": ""0.9771"", ""surname"": ""Rompa""}, {""given-names"": ""D."", ""score"": ""0.9942""}]], ""year"": [{""score"": ""1.0000"", ""value"": ""1995""}], ""title"": [{""score"": ""0.9936"", ""value"": ""Sexual""}, {""score"": ""0.9982"", ""value"": ""sensation""}, {""score"": ""0.9988"", ""value"": ""seeking""}, {""score"": ""0.9990"", ""value"": ""and""}, {""score"": ""0.9992"", ""value"": ""sexual""}, {""score"": ""0.9991"", ""value"": ""compulsivity""}, {""score"": ""0.9982"", ""value"": ""scales:""}, {""score"": ""0.9972"", ""value"": ""Reliability,""}, {""score"": ""0.9859"", ""value"": ""validity""}, {""score"": ""0.9846"", ""value"": ""and""}, {""score"": ""0.9820"", ""value"": ""predicting""}, {""score"": ""0.9785"", ""value"": ""HIV""}, {""score"": ""0.9723"", ""value"": ""risk""}, {""score"": ""0.9583"", ""value"": ""behaviour""}], ""source"": [{""score"": ""0.8596"", ""value"": ""Journal""}, {""score"": ""0.9147"", ""value"": ""of""}, {""score"": ""0.9472"", ""value"": ""Personality""}, {""score"": ""0.9482"", ""value"": ""Assessment""}], ""volume"": [{""score"": ""0.9810"", ""value"": ""65""}], ""page"": [{""score"": ""0.9988"", ""value"": ""586""}, {""score"": ""0.9988"", ""value"": ""601""}]}"
f2_163,163,,R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200829335-1093#S#bjc#S#azn028.txt,"HOME OFFICE ( 1996 ), Prison Statistics England and Wales 1995 . London : HMSO .","HOME OFFICE ( 1996 ), Prison Statistics England and Wales 1995 . London : HMSO .","<given-names prob=""0.6016"">HOME</given-names> <author><surname prob=""0.5796"">OFFICE</surname></author> (<year prob=""0.9998"">1996</year>), <title prob=""0.9844"">Prison</title> <title prob=""0.9872"">Statistics</title> <title prob=""0.9839"">England</title> <title prob=""0.9748"">and</title> <title prob=""0.9403"">Wales</title> <title prob=""0.6477"">1995</title> . <other prob=""0.7490"">London</other> <other prob=""0.3223"">:</other> <publisher prob=""0.6323"">HMSO</publisher> .","{""given-names"": [{""score"": ""0.6016"", ""value"": ""HOME""}], ""author"": [], ""year"": [{""score"": ""0.9998"", ""value"": ""1996""}], ""title"": [{""score"": ""0.9844"", ""value"": ""Prison""}, {""score"": ""0.9872"", ""value"": ""Statistics""}, {""score"": ""0.9839"", ""value"": ""England""}, {""score"": ""0.9748"", ""value"": ""and""}, {""score"": ""0.9403"", ""value"": ""Wales""}, {""score"": ""0.6477"", ""value"": ""1995""}], ""other"": [{""score"": ""0.7490"", ""value"": ""London""}, {""score"": ""0.3223"", ""value"": "":""}], ""publisher"": [{""score"": ""0.6323"", ""value"": ""HMSO""}]}"
f2_948,948,,R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pais-2008-241353-1177#S#0891242408325585.txt,"Wolfe, D. A., & Gertler, M. S. (2004). Clusters from the inside and out: Local dynamics and global linkages. Urban Studies, 41(5/6), 1071-1093.","Wolfe, D. A., & Gertler, M. S. (2004). Clusters from the inside and out: Local dynamics and global linkages. Urban Studies, 41(5/6), 1071-1093.","<author><surname prob=""0.9629"">Wolfe</surname>, <given-names prob=""0.9647"">D.</given-names> <given-names prob=""0.8523"">A</given-names></author> &., <author><surname prob=""0.9428"">Gertler</surname>, <given-names prob=""0.9880"">M.</given-names> <given-names prob=""0.9842"">S.</given-names></author> (<year prob=""0.9999"">2004</year>). <title prob=""0.9902"">Clusters</title> <title prob=""0.9954"">from</title> <title prob=""0.9956"">the</title> <title prob=""0.9953"">inside</title> <title prob=""0.9936"">and</title> <title prob=""0.9913"">out:</title> <title prob=""0.9887"">Local</title> <title prob=""0.9860"">dynamics</title> <title prob=""0.9798"">and</title> <title prob=""0.9637"">global</title> <title prob=""0.9352"">linkages</title>. <source prob=""0.8599"">Urban</source> <source prob=""0.9395"">Studies</source>, <volume prob=""0.9967"">41</volume> (<issue prob=""0.7420"">5-6</issue>), <fpage prob=""0.9994"">1071</fpage> - <lpage prob=""0.9994"">1093</lpage>.","{""author"": [[{""score"": ""0.9629"", ""surname"": ""Wolfe""}, {""given-names"": ""D."", ""score"": ""0.9647""}, {""given-names"": ""A"", ""score"": ""0.8523""}], [{""score"": ""0.9428"", ""surname"": ""Gertler""}, {""given-names"": ""M."", ""score"": ""0.9880""}, {""given-names"": ""S."", ""score"": ""0.9842""}]], ""year"": [{""score"": ""0.9999"", ""value"": ""2004""}], ""title"": [{""score"": ""0.9902"", ""value"": ""Clusters""}, {""score"": ""0.9954"", ""value"": ""from""}, {""score"": ""0.9956"", ""value"": ""the""}, {""score"": ""0.9953"", ""value"": ""inside""}, {""score"": ""0.9936"", ""value"": ""and""}, {""score"": ""0.9913"", ""value"": ""out:""}, {""score"": ""0.9887"", ""value"": ""Local""}, {""score"": ""0.9860"", ""value"": ""dynamics""}, {""score"": ""0.9798"", ""value"": ""and""}, {""score"": ""0.9637"", ""value"": ""global""}, {""score"": ""0.9352"", ""value"": ""linkages""}], ""source"": [{""score"": ""0.8599"", ""value"": ""Urban""}, {""score"": ""0.9395"", ""value"": ""Studies""}], ""volume"": [{""score"": ""0.9967"", ""value"": ""41""}], ""issue"": [{""score"": ""0.7420"", ""value"": ""5-6""}], ""page"": [{""score"": ""0.9994"", ""value"": ""1071""}, {""score"": ""0.9994"", ""value"": ""1093""}]}"
f2_1172,1172,"['csa-pais-1990-0206360,ubk-opac-LY000039092', "" u'csa-pais-1990-0206360'"", ""u'ubk-opac-LY000039092'""]",R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-ps-200930319-1177#S#0002716209337886.txt,"Taylor, Ella. 1989. Prime-time families. Berkeley: University of California Press.","Taylor, Ella. 1989. Prime-time families. Berkeley: University of California Press.","<author><surname prob=""0.9948"">Taylor</surname>, <given-names prob=""0.9988"">Ella</given-names></author>. <year prob=""0.9970"">1989</year>. <title prob=""0.4217"">Prime-time</title> <title prob=""0.4238"">families</title>. <other prob=""0.9090"">Berkeley</other>: <publisher prob=""0.8990"">University</publisher> <publisher prob=""0.8930"">of</publisher> <publisher prob=""0.8928"">California</publisher> <publisher prob=""0.8991"">Press</publisher>.","{""author"": [[{""score"": ""0.9948"", ""surname"": ""Taylor""}, {""given-names"": ""Ella"", ""score"": ""0.9988""}]], ""year"": [{""score"": ""0.9970"", ""value"": ""1989""}], ""title"": [{""score"": ""0.4217"", ""value"": ""Prime-time""}, {""score"": ""0.4238"", ""value"": ""families""}], ""other"": [{""score"": ""0.9090"", ""value"": ""Berkeley""}], ""publisher"": [{""score"": ""0.8990"", ""value"": ""University""}, {""score"": ""0.8930"", ""value"": ""of""}, {""score"": ""0.8928"", ""value"": ""California""}, {""score"": ""0.8991"", ""value"": ""Press""}]}"
f2_518,518,"['csa-assia-9232704,csa-assia-AS9232704', ""u'csa-assia-AS9232704'"", "" u'csa-assia-9232704'""]",R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-200500277-1177#S#1046496404263728.txt,"Eagly, A. H., Makhijani, M. J.,&Klonsky, B. G. (1992). Gender and evaluation of leaders:A meta-analysis. Psychological Bulletin, 111, 3-22.","Eagly, A. H., Makhijani, M. J.,&Klonsky, B. G. (1992). Gender and evaluation of leaders:A meta-analysis. Psychological Bulletin, 111, 3-22.","<author><surname prob=""0.9903"">Eagly</surname>, <given-names prob=""0.9922"">A.</given-names> <given-names prob=""0.6377"">H</given-names></author>., <author><surname prob=""0.9750"">Makhijani</surname>, <given-names prob=""0.9962"">M.</given-names></author> <author><surname prob=""0.9894"">J.,&Klonsky</surname>, <given-names prob=""0.9960"">B.</given-names> <given-names prob=""0.9960"">G.</given-names></author> (<year prob=""0.9977"">1992</year>). <title prob=""0.9028"">Gender</title> <title prob=""0.9058"">and</title> <title prob=""0.9052"">evaluation</title> <title prob=""0.8996"">of</title> <title prob=""0.8945"">leaders:</title> <title prob=""0.8842"">A</title> <title prob=""0.8695"">meta-analysis</title>. <source prob=""0.9178"">Psychological</source> <source prob=""0.9368"">Bulletin</source>, <volume prob=""0.9865"">111</volume>, <fpage prob=""0.9973"">3</fpage> - <lpage prob=""0.9973"">22</lpage>.","{""author"": [[{""score"": ""0.9903"", ""surname"": ""Eagly""}, {""given-names"": ""A."", ""score"": ""0.9922""}, {""given-names"": ""H"", ""score"": ""0.6377""}], [{""score"": ""0.9750"", ""surname"": ""Makhijani""}, {""given-names"": ""M."", ""score"": ""0.9962""}], [{""score"": ""0.9894"", ""surname"": ""J.,&Klonsky""}, {""given-names"": ""B."", ""score"": ""0.9960""}, {""given-names"": ""G."", ""score"": ""0.9960""}]], ""year"": [{""score"": ""0.9977"", ""value"": ""1992""}], ""title"": [{""score"": ""0.9028"", ""value"": ""Gender""}, {""score"": ""0.9058"", ""value"": ""and""}, {""score"": ""0.9052"", ""value"": ""evaluation""}, {""score"": ""0.8996"", ""value"": ""of""}, {""score"": ""0.8945"", ""value"": ""leaders:""}, {""score"": ""0.8842"", ""value"": ""A""}, {""score"": ""0.8695"", ""value"": ""meta-analysis""}], ""source"": [{""score"": ""0.9178"", ""value"": ""Psychological""}, {""score"": ""0.9368"", ""value"": ""Bulletin""}], ""volume"": [{""score"": ""0.9865"", ""value"": ""111""}], ""page"": [{""score"": ""0.9973"", ""value"": ""3""}, {""score"": ""0.9973"", ""value"": ""22""}]}"
f2_578,578,,R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-200500277-1177#S#1046496404263728.txt,"Roger, D. B., & Schumacher, A. (1983). Effects of individual differences on dyadic conversational strategies. Journal of Personality and Social Psychology, 45, 700-705.","Roger, D. B., & Schumacher, A. (1983). Effects of individual differences on dyadic conversational strategies. Journal of Personality and Social Psychology, 45, 700-705.","<author><surname prob=""0.9604"">Roger</surname>, <given-names prob=""0.9614"">D.</given-names> <given-names prob=""0.8361"">B</given-names></author> &., <author><surname prob=""0.9867"">Schumacher</surname>, <given-names prob=""0.9922"">A.</given-names></author> (<year prob=""0.9998"">1983</year>). <title prob=""0.9779"">Effects</title> <title prob=""0.9832"">of</title> <title prob=""0.9834"">individual</title> <title prob=""0.9821"">differences</title> <title prob=""0.9794"">on</title> <title prob=""0.9763"">dyadic</title> <title prob=""0.9687"">conversational</title> <title prob=""0.9474"">strategies</title>. <source prob=""0.7407"">Journal</source> <source prob=""0.7840"">of</source> <source prob=""0.8370"">Personality</source> <source prob=""0.8667"">and</source> <source prob=""0.9167"">Social</source> <source prob=""0.9215"">Psychology</source>, <volume prob=""0.9713"">45</volume>, <fpage prob=""0.9989"">700</fpage> - <lpage prob=""0.9989"">705</lpage>.","{""author"": [[{""score"": ""0.9604"", ""surname"": ""Roger""}, {""given-names"": ""D."", ""score"": ""0.9614""}, {""given-names"": ""B"", ""score"": ""0.8361""}], [{""score"": ""0.9867"", ""surname"": ""Schumacher""}, {""given-names"": ""A."", ""score"": ""0.9922""}]], ""year"": [{""score"": ""0.9998"", ""value"": ""1983""}], ""title"": [{""score"": ""0.9779"", ""value"": ""Effects""}, {""score"": ""0.9832"", ""value"": ""of""}, {""score"": ""0.9834"", ""value"": ""individual""}, {""score"": ""0.9821"", ""value"": ""differences""}, {""score"": ""0.9794"", ""value"": ""on""}, {""score"": ""0.9763"", ""value"": ""dyadic""}, {""score"": ""0.9687"", ""value"": ""conversational""}, {""score"": ""0.9474"", ""value"": ""strategies""}], ""source"": [{""score"": ""0.7407"", ""value"": ""Journal""}, {""score"": ""0.7840"", ""value"": ""of""}, {""score"": ""0.8370"", ""value"": ""Personality""}, {""score"": ""0.8667"", ""value"": ""and""}, {""score"": ""0.9167"", ""value"": ""Social""}, {""score"": ""0.9215"", ""value"": ""Psychology""}], ""volume"": [{""score"": ""0.9713"", ""value"": ""45""}], ""page"": [{""score"": ""0.9989"", ""value"": ""700""}, {""score"": ""0.9989"", ""value"": ""705""}]}"
f2_451,451,,R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-ps-200507548-1177#S#0967010604049522.txt,"Sales, Rosemary, 1997a. ‘Gender and Protestantism in Northern Ireland’, in Peter Shirlow & Mark McGovern, eds, Who Are ‘the People’? Unionism, Protestantism and Loyalism in Northern Ireland. London: Pluto (140–157).","Sales, Rosemary, 1997a. ‘Gender and Protestantism in Northern Ireland’, in Peter Shirlow & Mark McGovern, eds, Who Are ‘the People’? Unionism, Protestantism and Loyalism in Northern Ireland. London: Pluto (140–157).","<author><surname prob=""0.9942"">Sales</surname>, <given-names prob=""0.9878"">Rosemary</given-names></author>, <year prob=""0.9402"">1997a</year>. ‘<title prob=""0.2518"">Gender</title> <title prob=""0.3068"">and</title> <title prob=""0.3896"">Protestantism</title> <title prob=""0.4792"">in</title> <title prob=""0.6089"">Northern</title> <title prob=""0.6717"">Ireland’,</title> <title prob=""0.6679"">in</title> <title prob=""0.7075"">Peter</title> <title prob=""0.7225"">Shirlow</title> <title prob=""0.7198"">&</title> <title prob=""0.7694"">Mark</title> <title prob=""0.7801"">McGovern,</title> <title prob=""0.7919"">eds,</title> <title prob=""0.8046"">Who</title> <title prob=""0.8291"">Are</title> <title prob=""0.8311"">‘the</title> <title prob=""0.8471"">People’?</title> <title prob=""0.8448"">Unionism,</title> <title prob=""0.8374"">Protestantism</title> <title prob=""0.8464"">and</title> <title prob=""0.8509"">Loyalism</title> <title prob=""0.8508"">in</title> <title prob=""0.8537"">Northern</title> <title prob=""0.8424"">Ireland</title>. <other prob=""0.9929"">London</other>: <publisher prob=""0.9419"">Pluto</publisher> (<fpage prob=""0.3951"">140</fpage> - <lpage prob=""0.3951"">157</lpage>).","{""author"": [[{""score"": ""0.9942"", ""surname"": ""Sales""}, {""given-names"": ""Rosemary"", ""score"": ""0.9878""}]], ""year"": [{""score"": ""0.9402"", ""value"": ""1997a""}], ""title"": [{""score"": ""0.2518"", ""value"": ""Gender""}, {""score"": ""0.3068"", ""value"": ""and""}, {""score"": ""0.3896"", ""value"": ""Protestantism""}, {""score"": ""0.4792"", ""value"": ""in""}, {""score"": ""0.6089"", ""value"": ""Northern""}, {""score"": ""0.6717"", ""value"": ""Ireland’,""}, {""score"": ""0.6679"", ""value"": ""in""}, {""score"": ""0.7075"", ""value"": ""Peter""}, {""score"": ""0.7225"", ""value"": ""Shirlow""}, {""score"": ""0.7198"", ""value"": ""&""}, {""score"": ""0.7694"", ""value"": ""Mark""}, {""score"": ""0.7801"", ""value"": ""McGovern,""}, {""score"": ""0.7919"", ""value"": ""eds,""}, {""score"": ""0.8046"", ""value"": ""Who""}, {""score"": ""0.8291"", ""value"": ""Are""}, {""score"": ""0.8311"", ""value"": ""‘the""}, {""score"": ""0.8471"", ""value"": ""People’?""}, {""score"": ""0.8448"", ""value"": ""Unionism,""}, {""score"": ""0.8374"", ""value"": ""Protestantism""}, {""score"": ""0.8464"", ""value"": ""and""}, {""score"": ""0.8509"", ""value"": ""Loyalism""}, {""score"": ""0.8508"", ""value"": ""in""}, {""score"": ""0.8537"", ""value"": ""Northern""}, {""score"": ""0.8424"", ""value"": ""Ireland""}], ""other"": [{""score"": ""0.9929"", ""value"": ""London""}], ""publisher"": [{""score"": ""0.9419"", ""value"": ""Pluto""}], ""page"": [{""score"": ""0.3951"", ""value"": ""140""}, {""score"": ""0.3951"", ""value"": ""157""}]}"
f2_28,28,"[""u'ubk-opac-HL001140867'"", "" u'wzb-bib-49848'"", 'ubk-opac-HL001140867,wzb-bib-49848']",R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200710322-1177#S#1077801206295125.txt,"Petty, R. E., & Cacioppo, J. T. (1986). Communication and persuasion: Central and peripheral routes to attitude change. New York: Springer-Verlag.","Petty, R. E., & Cacioppo, J. T. (1986). Communication and persuasion: Central and peripheral routes to attitude change. New York: Springer-Verlag.","<author><surname prob=""0.9841"">Petty</surname>, <given-names prob=""0.9860"">R.</given-names> <given-names prob=""0.8968"">E</given-names></author> &., <author><surname prob=""0.9899"">Cacioppo</surname>, <given-names prob=""0.9950"">J.</given-names> <given-names prob=""0.9940"">T.</given-names></author> (<year prob=""0.9993"">1986</year>). <title prob=""0.9829"">Communication</title> <title prob=""0.9869"">and</title> <title prob=""0.9864"">persuasion:</title> <title prob=""0.9854"">Central</title> <title prob=""0.9844"">and</title> <title prob=""0.9831"">peripheral</title> <title prob=""0.9795"">routes</title> <title prob=""0.9735"">to</title> <title prob=""0.9625"">attitude</title> <title prob=""0.9288"">change</title>. <other prob=""0.8244"">New</other> <other prob=""0.5362"">York</other>: <publisher prob=""0.9962"">Springer-Verlag</publisher>.","{""author"": [[{""score"": ""0.9841"", ""surname"": ""Petty""}, {""given-names"": ""R."", ""score"": ""0.9860""}, {""given-names"": ""E"", ""score"": ""0.8968""}], [{""score"": ""0.9899"", ""surname"": ""Cacioppo""}, {""given-names"": ""J."", ""score"": ""0.9950""}, {""given-names"": ""T."", ""score"": ""0.9940""}]], ""year"": [{""score"": ""0.9993"", ""value"": ""1986""}], ""title"": [{""score"": ""0.9829"", ""value"": ""Communication""}, {""score"": ""0.9869"", ""value"": ""and""}, {""score"": ""0.9864"", ""value"": ""persuasion:""}, {""score"": ""0.9854"", ""value"": ""Central""}, {""score"": ""0.9844"", ""value"": ""and""}, {""score"": ""0.9831"", ""value"": ""peripheral""}, {""score"": ""0.9795"", ""value"": ""routes""}, {""score"": ""0.9735"", ""value"": ""to""}, {""score"": ""0.9625"", ""value"": ""attitude""}, {""score"": ""0.9288"", ""value"": ""change""}], ""other"": [{""score"": ""0.8244"", ""value"": ""New""}, {""score"": ""0.5362"", ""value"": ""York""}], ""publisher"": [{""score"": ""0.9962"", ""value"": ""Springer-Verlag""}]}"
f2_51,51,"[""u'csa-pais-1992-0906205'"", "" u'ubk-opac-LY000137932'"", 'csa-pais-1992-0906205']",R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200719289-1177#S#0730888405285295.txt,"England,P. (1992).Comparable worth: Theories and evidence. NewYork: Aldine de Gruyter.","England,P. (1992).Comparable worth: Theories and evidence. NewYork: Aldine de Gruyter.","<author><surname prob=""0.9947"">England</surname>, <given-names prob=""0.9986"">P.</given-names></author> (<year prob=""0.9999"">1992).Comparable</year> <title prob=""0.9922"">worth:</title> <title prob=""0.9930"">Theories</title> <title prob=""0.9878"">and</title> <title prob=""0.9678"">evidence</title>. <other prob=""0.9868"">NewYork</other>: <publisher prob=""0.9962"">Aldine</publisher> <publisher prob=""0.9901"">de</publisher> <publisher prob=""0.9875"">Gruyter</publisher>.","{""author"": [[{""score"": ""0.9947"", ""surname"": ""England""}, {""given-names"": ""P."", ""score"": ""0.9986""}]], ""year"": [{""score"": ""0.9999"", ""value"": ""1992).Comparable""}], ""title"": [{""score"": ""0.9922"", ""value"": ""worth:""}, {""score"": ""0.9930"", ""value"": ""Theories""}, {""score"": ""0.9878"", ""value"": ""and""}, {""score"": ""0.9678"", ""value"": ""evidence""}], ""other"": [{""score"": ""0.9868"", ""value"": ""NewYork""}], ""publisher"": [{""score"": ""0.9962"", ""value"": ""Aldine""}, {""score"": ""0.9901"", ""value"": ""de""}, {""score"": ""0.9875"", ""value"": ""Gruyter""}]}"
f2_739,739,,R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201101616-1177#S#0044118X09353572.txt,"Bimbela, J. L., Jiménez, J. M., Alfaro, N., Gutiérrez, P., & March, J. C. (2002). Uso del profiláctico entre la juventud en sus relaciones de coito vaginal [Condom use among the young engaging in vaginal intercourse]. Gaceta Sanitaria, 16, 298-307.","Bimbela, J. L., Jiménez, J. M., Alfaro, N., Gutiérrez, P., & March, J. C. (2002). Uso del profiláctico entre la juventud en sus relaciones de coito vaginal [Condom use among the young engaging in vaginal intercourse]. Gaceta Sanitaria, 16, 298-307.","<author><surname prob=""0.9677"">Bimbela</surname>, <given-names prob=""0.9688"">J.</given-names> <given-names prob=""0.6548"">L</given-names></author>., <author><surname prob=""0.9581"">Jiménez</surname>, <given-names prob=""0.9686"">J.</given-names> <given-names prob=""0.5632"">M</given-names></author>., <author><surname prob=""0.9470"">Alfaro</surname>, <given-names prob=""0.9627"">N</given-names></author>., <author><surname prob=""0.9383"">Gutiérrez</surname>, <given-names prob=""0.9561"">P</given-names></author> &., <author><surname prob=""0.9783"">March</surname>, <given-names prob=""0.9915"">J.</given-names> <given-names prob=""0.9888"">C.</given-names></author> (<year prob=""0.9999"">2002</year>). <title prob=""0.9862"">Uso</title> <title prob=""0.9973"">del</title> <title prob=""0.9982"">profiláctico</title> <title prob=""0.9985"">entre</title> <title prob=""0.9986"">la</title> <title prob=""0.9988"">juventud</title> <title prob=""0.9986"">en</title> <title prob=""0.9984"">sus</title> <title prob=""0.9981"">relaciones</title> <title prob=""0.9974"">de</title> <title prob=""0.9969"">coito</title> <title prob=""0.9957"">vaginal</title> <title prob=""0.9905"">[Condom</title> <title prob=""0.9898"">use</title> <title prob=""0.9890"">among</title> <title prob=""0.9862"">the</title> <title prob=""0.9823"">young</title> <title prob=""0.9732"">engaging</title> <title prob=""0.9629"">in</title> <title prob=""0.9521"">vaginal</title> <title prob=""0.9358"">intercourse</title>]. <source prob=""0.9231"">Gaceta</source> <source prob=""0.9391"">Sanitaria</source>, <volume prob=""0.9838"">16</volume>, <fpage prob=""0.9992"">298</fpage> - <lpage prob=""0.9992"">307</lpage>.","{""author"": [[{""score"": ""0.9677"", ""surname"": ""Bimbela""}, {""given-names"": ""J."", ""score"": ""0.9688""}, {""given-names"": ""L"", ""score"": ""0.6548""}], [{""score"": ""0.9581"", ""surname"": ""Jiménez""}, {""given-names"": ""J."", ""score"": ""0.9686""}, {""given-names"": ""M"", ""score"": ""0.5632""}], [{""score"": ""0.9470"", ""surname"": ""Alfaro""}, {""given-names"": ""N"", ""score"": ""0.9627""}], [{""score"": ""0.9383"", ""surname"": ""Gutiérrez""}, {""given-names"": ""P"", ""score"": ""0.9561""}], [{""score"": ""0.9783"", ""surname"": ""March""}, {""given-names"": ""J."", ""score"": ""0.9915""}, {""given-names"": ""C."", ""score"": ""0.9888""}]], ""year"": [{""score"": ""0.9999"", ""value"": ""2002""}], ""title"": [{""score"": ""0.9862"", ""value"": ""Uso""}, {""score"": ""0.9973"", ""value"": ""del""}, {""score"": ""0.9982"", ""value"": ""profiláctico""}, {""score"": ""0.9985"", ""value"": ""entre""}, {""score"": ""0.9986"", ""value"": ""la""}, {""score"": ""0.9988"", ""value"": ""juventud""}, {""score"": ""0.9986"", ""value"": ""en""}, {""score"": ""0.9984"", ""value"": ""sus""}, {""score"": ""0.9981"", ""value"": ""relaciones""}, {""score"": ""0.9974"", ""value"": ""de""}, {""score"": ""0.9969"", ""value"": ""coito""}, {""score"": ""0.9957"", ""value"": ""vaginal""}, {""score"": ""0.9905"", ""value"": ""[Condom""}, {""score"": ""0.9898"", ""value"": ""use""}, {""score"": ""0.9890"", ""value"": ""among""}, {""score"": ""0.9862"", ""value"": ""the""}, {""score"": ""0.9823"", ""value"": ""young""}, {""score"": ""0.9732"", ""value"": ""engaging""}, {""score"": ""0.9629"", ""value"": ""in""}, {""score"": ""0.9521"", ""value"": ""vaginal""}, {""score"": ""0.9358"", ""value"": ""intercourse""}], ""source"": [{""score"": ""0.9231"", ""value"": ""Gaceta""}, {""score"": ""0.9391"", ""value"": ""Sanitaria""}], ""volume"": [{""score"": ""0.9838"", ""value"": ""16""}], ""page"": [{""score"": ""0.9992"", ""value"": ""298""}, {""score"": ""0.9992"", ""value"": ""307""}]}"
f2_179,179,"['ubk-opac-LY000492785', ""'ubk-opac-LY000492785'""]",R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200943351-1177#S#0021886309335070.txt,"Beckhard, R. (1969). Organization development: Strategies and models. Reading, MA: Addison-Wesley.","Beckhard, R. (1969). Organization development: Strategies and models. Reading, MA: Addison-Wesley.","<author><surname prob=""0.9974"">Beckhard</surname>, <given-names prob=""0.9996"">R.</given-names></author> (<year prob=""1.0000"">1969</year>). <title prob=""0.9316"">Organization</title> <title prob=""0.9333"">development:</title> <title prob=""0.9310"">Strategies</title> <title prob=""0.9255"">and</title> <title prob=""0.9091"">models</title>. <other prob=""0.5542"">Reading</other>, <other prob=""0.9195"">MA</other>: <publisher prob=""0.9093"">Addison-Wesley</publisher>.","{""author"": [[{""score"": ""0.9974"", ""surname"": ""Beckhard""}, {""given-names"": ""R."", ""score"": ""0.9996""}]], ""year"": [{""score"": ""1.0000"", ""value"": ""1969""}], ""title"": [{""score"": ""0.9316"", ""value"": ""Organization""}, {""score"": ""0.9333"", ""value"": ""development:""}, {""score"": ""0.9310"", ""value"": ""Strategies""}, {""score"": ""0.9255"", ""value"": ""and""}, {""score"": ""0.9091"", ""value"": ""models""}], ""other"": [{""score"": ""0.5542"", ""value"": ""Reading""}, {""score"": ""0.9195"", ""value"": ""MA""}], ""publisher"": [{""score"": ""0.9093"", ""value"": ""Addison-Wesley""}]}"
