ref_id,ref_text1,duplication,ref_text,article-title,editor,empty,given-names,issue,other,page,publisher,source,surname,url,volume,year
one_846401,Universitätsassistentin am Institut für Psychologie der Universität Innsbruck (2001-2004) Dozentin an der Fachhochschule Nordwestschweiz (seit 2004) Weitere ausgewählte Publikationen der Autorin:,,Universitätsassistentin am Institut für Psychologie der Universität Innsbruck (2001-2004) Dozentin an der Fachhochschule Nordwestschweiz (seit 2004) Weitere ausgewählte Publikationen der Autorin:,"['one_846401,Universitätsassistentin am Institut für Psychologie der Universität Innsbruck (2001-2004) Dozentin an der Fachhochschule Nordwestschweiz (seit']",,,,,,,,['Weitere ausgewählte Publikationen der Autorin'],,,,['2004)']
one_372009,"Kulis, M. et al. (2004): Truck Drivers and Casual Sex. An Inquiry into Potential Spread of HIV/AIDS in the Baltic Region. World Bank Working Paper No. 37, The World Bank",['csa-pais-2005-0103220'],"Kulis, M. et al. (2004): Truck Drivers and Casual Sex. An Inquiry into Potential Spread of HIV/AIDS in the Baltic Region. World Bank Working Paper No. 37, The World Bank",['Truck Drivers and Casual Sex. An Inquiry into Potential Spread of HIV/AIDS in the Baltic Region.'],,,"['M.', 'al.']",,['The'],,['World Bank'],['World Bank Working Paper No.'],"['Kulis,', 'et']",,"['37,']",['(2004):']
one_431202,"Leontief, W. (1953) Domestic production and foreign trade; the American capital position re-examined, Proceedings of the American Philosophical Society, 97, 332-349.",['csa-pais-1954-20318'],"Leontief, W. (1953) Domestic production and foreign trade; the American capital position re-examined, Proceedings of the American Philosophical Society, 97, 332-349.","['Domestic production and foreign trade; the American capital position re-examined,']",,,['W.'],,,['332-349.'],,"['Proceedings of the American Philosophical Society,']","['Leontief,']",,"['97,']",['(1953)']
one_1105482,Canadian Centre for Justice Statistics. (2004). Family violence in Canada: A statistical profile 2004. Ottawa.,,Canadian Centre for Justice Statistics. (2004). Family violence in Canada: A statistical profile 2004. Ottawa.,"['one_1105482,Canadian Centre for Justice Statistics.', 'Family violence in Canada: A statistical profile 2004.']",,,,,['Ottawa'],,,,,,,['(2004).']
one_653265,"HARTJEN, CLAYTON A., Possible Trouble.An Analysis o f Social Problems, New York 1977.","[' gesis-bib-90337', 'ubk-opac-LY000808220', 'gesis-bib-90337']","HARTJEN, CLAYTON A., Possible Trouble.An Analysis o f Social Problems, New York 1977.","['A., Possible Trouble.An Analysis o f Social Problems,']",,,['CLAYTON'],,['New York'],,,,"['HARTJEN,']",,,['1977.']
one_343015,"Jones, S. (2009) Policy and Financing for Sustainable Land Management in Africa: Lessons and Guidance for Action. Report prepared by Global Mechanism and FAO for TerrAfrica.",,"Jones, S. (2009) Policy and Financing for Sustainable Land Management in Africa: Lessons and Guidance for Action. Report prepared by Global Mechanism and FAO for TerrAfrica.",['Policy and Financing for Sustainable Land Management in Africa: Lessons and Guidance for Action.'],,,['S.'],,,,,['Report prepared by Global Mechanism and FAO for TerrAfrica.'],"['Jones,']",,,['(2009)']
one_1138468,"[296] Alexander Szalai, TheOrganizatioanndExecutionofCross-NationalSurveyResearchProjectsH,SR No. 66 (1993),pp. 139-171.","[' csa-sa-9404860', 'gesis-ssoar-3280', ' gesis-solis-00165466', ' gesis-bib-34817']","[296] Alexander Szalai, TheOrganizatioanndExecutionofCross-NationalSurveyResearchProjectsH,SR No. 66 (1993),pp. 139-171.","['Alexander Szalai,']",,['No.'],,,"['TheOrganizatioanndExecutionofCross-NationalSurveyResearchProjectsH,SR']",['139-171.'],,,,,['66'],"['[296]', '(1993),pp.']"
one_989414,"Dulckeit, Gerhard, Philosophie der Rechtsgeschichte. Die Grundgedanken des Rechtsbegriffs in seiner historischen Entwicklung, Heidelberg o.J. (1951)",,"Dulckeit, Gerhard, Philosophie der Rechtsgeschichte. Die Grundgedanken des Rechtsbegriffs in seiner historischen Entwicklung, Heidelberg o.J. (1951)","['der Rechtsgeschichte. Die Grundgedanken des Rechtsbegriffs in seiner historischen Entwicklung,']",,['o.J.'],['Philosophie'],,['Heidelberg'],,,,"['Dulckeit, Gerhard,']",,,['(1951)']
one_735308,PNUD (2010). Derechos de la población afrodescendiente de América Latina: desafíos para su implementación. Panamá: Programa de las Naciones Unidas para el Desarrollo.,,PNUD (2010). Derechos de la población afrodescendiente de América Latina: desafíos para su implementación. Panamá: Programa de las Naciones Unidas para el Desarrollo.,"['one_735308,PNUD (2010). Derechos de la población afrodescendiente de América Latina: desafíos para su implementación.']",,,,,,,,['Panamá: Programa de las Naciones Unidas para el Desarrollo'],,,,
one_946925,"Irish Times (1994). “Jobs Scheme ‘Excluding’ Youth”. 11 April, p. 2.",,"Irish Times (1994). “Jobs Scheme ‘Excluding’ Youth”. 11 April, p. 2.","['“Jobs Scheme ‘Excluding’ Youth”. 11 April,']",,['p.'],['Irish'],,,['2.'],,,['Times'],,,['(1994).']
one_779047,"Roth, S.; Schulten, Th.: Post-Lean-Production in Japan - Zwei Fallstudien über die „New-Generation-Factories"" in der japanischen Automobilindustrie. In: K. Zwickel (Hrsg.): Vorbild Japan? Frankfurt am Main/Düsseldorf 1996, S. 206-224.",,"Roth, S.; Schulten, Th.: Post-Lean-Production in Japan - Zwei Fallstudien über die „New-Generation-Factories"" in der japanischen Automobilindustrie. In: K. Zwickel (Hrsg.): Vorbild Japan? Frankfurt am Main/Düsseldorf 1996, S. 206-224.","['in Japan - Zwei Fallstudien über die „New-Generation-Factories"""" in der japanischen Automobilindustrie.']",['K. Zwickel'],"['In:', '(Hrsg.):', 'S.']","['S.;', 'Th.: Post-Lean-Production']",,,['206-224.'],,['Vorbild Japan? Frankfurt am Main/Düsseldorf'],"['Roth,', 'Schulten,']",,,"['1996,']"
one_981301,"Klein, Wolfram (2009), Die Folgen der Finanzkrise für Lateinamerika. Kann die deutsche Entwicklungspolitik einen Beitrag zu ihrer Überwindung liefern?, GIGA Focus Lateinamerika, 11, online: <www.giga­hamburg. de/giga­focus/lateinamerika>.","['gesis-ssoar-27547', 'csa-pais-2010-475843', ' bszbw-wao-389504300', ' gesis-ssoar-27547']","Klein, Wolfram (2009), Die Folgen der Finanzkrise für Lateinamerika. Kann die deutsche Entwicklungspolitik einen Beitrag zu ihrer Überwindung liefern?, GIGA Focus Lateinamerika, 11, online: <www.giga­hamburg. de/giga­focus/lateinamerika>.","['Die Folgen der Finanzkrise für Lateinamerika. Kann die deutsche Entwicklungspolitik einen Beitrag zu ihrer Überwindung liefern?,']",,['online:'],['Wolfram'],,['de/giga\xadfocus/lateinamerika>.'],,,"['GIGA Focus Lateinamerika,']","['Klein,']",,"['11,']","['(2009),']"
one_841253,"Hitzler, Ronald/Bucher, Thomas/Niederbacher, Arne (20052), Leben in Szenen, Wiesbaden.",,"Hitzler, Ronald/Bucher, Thomas/Niederbacher, Arne (20052), Leben in Szenen, Wiesbaden.","['Leben in Szenen,']",,,"['Ronald/Bucher,', 'Arne']",,['Wiesbaden.'],,,,"['Hitzler,', 'Thomas/Niederbacher,']",,,"['(20052),']"
one_357793,"Mischkowitz, R., 1993: Kriminelle Karrieren und ihr Abbruch. Empirische Ergebnisse einer kriminologischen Langzeituntersuchung als Beitrag zur „Age-Crime-Dabate“. Bonn: Forum Verlag Godesberg.",['gesis-solis-00174691'],"Mischkowitz, R., 1993: Kriminelle Karrieren und ihr Abbruch. Empirische Ergebnisse einer kriminologischen Langzeituntersuchung als Beitrag zur „Age-Crime-Dabate“. Bonn: Forum Verlag Godesberg.",['Kriminelle Karrieren und ihr Abbruch. Empirische Ergebnisse einer kriminologischen Langzeituntersuchung als Beitrag zur „Age-Crime-Dabate“.'],,,"['R.,']",,['Bonn:'],,['Forum Verlag Godesberg.'],,"['Mischkowitz,']",,,['1993:']
one_680153,"LCvi-Strauss, C. (1983). Histoire et ethnologie. Annales E S C, 38:1217-1231",['csa-sa-85O4244'],"LCvi-Strauss, C. (1983). Histoire et ethnologie. Annales E S C, 38:1217-1231",['Histoire et ethnologie.'],,,['C.'],,,['38:1217-1231'],,"['Annales E S C,']","['LCvi-Strauss,']",,,['(1983).']
one_251074,"Weldes, J. (1996), ‘Constructing National Interests’, European Journal of International Relations, 2:3.",['csa-ps-9609685'],"Weldes, J. (1996), ‘Constructing National Interests’, European Journal of International Relations, 2:3.","['‘Constructing National Interests’,']",,,['J.'],,['2:3.'],,,"['European Journal of International Relations,']","['Weldes,']",,,"['(1996),']"
one_82646,"Brosi, Walter (2004): Ausbildungssituation und Ausbildungsoffensive 2004, Vortragsmanuskript, Mai 2004.",,"Brosi, Walter (2004): Ausbildungssituation und Ausbildungsoffensive 2004, Vortragsmanuskript, Mai 2004.","['Ausbildungssituation und Ausbildungsoffensive 2004,']",,,['Walter'],,"['Vortragsmanuskript, Mai']",,,,"['Brosi,']",,,"['(2004):', '2004.']"
one_494363,"Cymerman, C. (1993). La literatura hispanoamericana y el exilio. En Revista Iberoamericana (164-165), pp. 524-550.",,"Cymerman, C. (1993). La literatura hispanoamericana y el exilio. En Revista Iberoamericana (164-165), pp. 524-550.",['La literatura hispanoamericana y el exilio.'],,['pp.'],['C.'],,,['524-550.'],,"['En Revista Iberoamericana (164-165),']","['Cymerman,']",,,['(1993).']
one_436487,"Sadowski , D. (1991): Humankapital und Organisationskapital – Zwei Grundkategorien einer ökonomischen Theorie der Personalpolitik in Unternehmen. In: Ordelheide et al. (1991), 127-141.",,"Sadowski , D. (1991): Humankapital und Organisationskapital – Zwei Grundkategorien einer ökonomischen Theorie der Personalpolitik in Unternehmen. In: Ordelheide et al. (1991), 127-141.",['Humankapital und Organisationskapital – Zwei Grundkategorien einer ökonomischen Theorie der Personalpolitik in Unternehmen.'],,['In:'],"['Sadowski', 'D.']",,,['127-141.'],,['Ordelheide et al.'],"[',']",,,"['(1991):', '(1991),']"
one_581550,"Traweek, Steven: Buying Time and Talking Space. Boston ( H a ~ a r dUniversity Press) 1988",,"Traweek, Steven: Buying Time and Talking Space. Boston ( H a ~ a r dUniversity Press) 1988",['Buying Time and Talking Space. Boston ( H a ~ a r dUniversity Press)'],,,['Steven:'],,,,,,"['Traweek,']",,,['1988']
one_961612,"Męcina Jacek, Dialog społeczny a polityka społeczna, [w:] Grażyna Firlit-Fesnak, Małgorzata Szylko-Skoczny (red.), Polityka społeczna. Podręcznik akademicki, PWN, Warszawa 2008, s. 373-387.",,"Męcina Jacek, Dialog społeczny a polityka społeczna, [w:] Grażyna Firlit-Fesnak, Małgorzata Szylko-Skoczny (red.), Polityka społeczna. Podręcznik akademicki, PWN, Warszawa 2008, s. 373-387.",,"['Męcina Jacek, Dialog społeczny a polityka społeczna,', 'Grażyna Firlit-Fesnak, Małgorzata Szylko-Skoczny']","['[w:]', '(red.),', 's.']",,,['Warszawa'],['373-387.'],,"['Polityka społeczna. Podręcznik akademicki, PWN,']",,,,"['2008,']"
one_252504,"Wensierski, P. (2006): Schläge im Namen des Herrn. Die verdrängte Geschichte der Heimkinder in der Bundesrepublik. – München.","[' fis-bildung-891927', ' fis-bildung-788032', 'ubk-opac-HL005043103']","Wensierski, P. (2006): Schläge im Namen des Herrn. Die verdrängte Geschichte der Heimkinder in der Bundesrepublik. – München.",['Schläge im Namen des Herrn. Die verdrängte Geschichte der Heimkinder in der Bundesrepublik.'],,['–'],['P.'],,['München.'],,,,"['Wensierski,']",,,['(2006):']
one_377880,"Fricke, Werner (1994): Scientific knowledge, social change and action research. In: Finnish Labour Ministry (ed.): National Action Research Programs in 1990’s. Labour Policy Studies, vol. 86, S. 47-69",,"Fricke, Werner (1994): Scientific knowledge, social change and action research. In: Finnish Labour Ministry (ed.): National Action Research Programs in 1990’s. Labour Policy Studies, vol. 86, S. 47-69","['Scientific knowledge, social change and action research.']",['Finnish Labour Ministry'],"['In:', '(ed.):', 'vol.', 'S.']",['Werner'],,,['47-69'],,"['National Action Research Programs in 1990’s. Labour Policy Studies,']","['Fricke,']",,"['86,']",['(1994):']
one_338131,"Barnett, R. (1997) Higher Eeducation: A critical business. Buckingham: Open University Press.",['fis-bildung-481219'],"Barnett, R. (1997) Higher Eeducation: A critical business. Buckingham: Open University Press.",['Higher Eeducation: A critical business.'],,,['R.'],,['Buckingham:'],,['Open University Press.'],,"['Barnett,']",,,['(1997)']
one_917689,"Kaes, Anton: New Historicism and the Study of German Literature, in: The German Quarterly 62, 1989, 210-219.",,"Kaes, Anton: New Historicism and the Study of German Literature, in: The German Quarterly 62, 1989, 210-219.","['New Historicism and the Study of German Literature,']",,['in:'],['Anton:'],,,['210-219.'],,['The German Quarterly'],"['Kaes,']",,"['62,']","['1989,']"
one_943409,"SAMUELSON, PAUL (1956). “SOCIAL INDIFFERENCE CURVES”, Quarterly Journal of Economics, vol. 70, n.º 1, pp. 1-21.",,"SAMUELSON, PAUL (1956). “SOCIAL INDIFFERENCE CURVES”, Quarterly Journal of Economics, vol. 70, n.º 1, pp. 1-21.","['“SOCIAL INDIFFERENCE CURVES”, Quarterly Journal of Economics,']",,"['vol.', 'n.º', 'pp.']",['PAUL'],"['1,']",,['1-21.'],,,"['SAMUELSON,']",,"['70,']",['(1956).']
one_1112478,"KRÄTKE, S. (2007): Metropolisation of the European Economic Territory as a Consequence of Increasing Specialisation of Urban Agglomerations in the Knowledge Economy. In: European Planning Studies, 15/1, 1-27.",,"KRÄTKE, S. (2007): Metropolisation of the European Economic Territory as a Consequence of Increasing Specialisation of Urban Agglomerations in the Knowledge Economy. In: European Planning Studies, 15/1, 1-27.",['Metropolisation of the European Economic Territory as a Consequence of Increasing Specialisation of Urban Agglomerations in the Knowledge Economy.'],,['In:'],['S.'],,,['1-27.'],,"['European Planning Studies,']","['KRÄTKE,']",,"['15/1,']",['(2007):']
one_471893,"State Council [of China, Information Office] 2009: Chinás National Defense in 2008, Bejing Januar, in: http://news.xinhuanet.com/english/2009-01/20/content_10688124.htm (12.5.2009).",['bszbw-wao-389566659'],"State Council [of China, Information Office] 2009: Chinás National Defense in 2008, Bejing Januar, in: http://news.xinhuanet.com/english/2009-01/20/content_10688124.htm (12.5.2009).","['Chinás National Defense in 2008, Bejing Januar,']","['State Council', 'China, Information Office]']","['[of', 'in:']",,,['(12.5.2009).'],,,,,['http://news.xinhuanet.com/english/2009-01/20/content_10688124.htm'],,['2009:']
one_105979,"Steinbuch, P.A.: Organisation, 8. überarb. Aufl. Ludwigshafen 1990 Steinmann, H., Schreyögg, G.: Management – Grundlagen der Unternehmensführung, 4. Aufl. Wiesbaden 1997",,"Steinbuch, P.A.: Organisation, 8. überarb. Aufl. Ludwigshafen 1990 Steinmann, H., Schreyögg, G.: Management – Grundlagen der Unternehmensführung, 4. Aufl. Wiesbaden 1997","['Steinmann, H., Schreyögg, G.:']",,"['überarb. Aufl.', 'Aufl.']",['P.A.:'],,"['Ludwigshafen', 'Wiesbaden']",,,"['Management – Grundlagen der Unternehmensführung,']","['Steinbuch,', 'Organisation,']",,"['8.', '4.']","['1990', '1997']"
one_728086,"K. MARX und F. ENGELS (1972), Ausgewählte Schriften in zwei Bänden (Band 2), Berlin.",,"K. MARX und F. ENGELS (1972), Ausgewählte Schriften in zwei Bänden (Band 2), Berlin.",,,['(Band'],"['K.', 'F.']",,['Berlin.'],,,['Ausgewählte Schriften in zwei Bänden'],"['MARX und', 'ENGELS']",,"['2),']","['(1972),']"
one_103697,"Irwin, A. and Wynne, B. (eds) (1996) Misunderstanding Science? The Public Reconstruction of Science and Technology. Cambridge: Cambridge University Press.",['ubk-opac-LY000370497'],"Irwin, A. and Wynne, B. (eds) (1996) Misunderstanding Science? The Public Reconstruction of Science and Technology. Cambridge: Cambridge University Press.",['Misunderstanding Science? The Public Reconstruction of Science and Technology.'],"['Wynne, B.']","['and', '(eds)']",['A.'],,['Cambridge:'],,['Cambridge University Press.'],,"['Irwin,']",,,['(1996)']
one_716977,"Bührmann, Andrea D.; Hansen, Katrin; Schmeink, Martina; Schöttelndreier, Aira (Hg.), 2007: Entrepreneurial Diversity. Facetten des Unternehmerbildes. Im Erscheinen.",,"Bührmann, Andrea D.; Hansen, Katrin; Schmeink, Martina; Schöttelndreier, Aira (Hg.), 2007: Entrepreneurial Diversity. Facetten des Unternehmerbildes. Im Erscheinen.",['Entrepreneurial Diversity.'],,"['Aira (Hg.),']","['Andrea D.;', 'Katrin;', 'Martina;']",,['Facetten'],,['des Unternehmerbildes. Im Erscheinen.'],,"['Bührmann,', 'Hansen,', 'Schmeink,', 'Schöttelndreier,']",,,['2007:']
one_494399,"Vásquez Bronfman, A. (1990) La maldición de Ulises: repercusiones psicológicas del exilio. Santiago de Chile: Sudamericana.",,"Vásquez Bronfman, A. (1990) La maldición de Ulises: repercusiones psicológicas del exilio. Santiago de Chile: Sudamericana.",['La maldición de Ulises: repercusiones psicológicas del exilio.'],,,['A.'],,['Santiago de Chile:'],,['Sudamericana.'],,"['Vásquez Bronfman,']",,,['(1990)']
one_535741,"HABERMAN, S . J : : Analysis of qualitative d a t a . Vol 1. I n t r o d u c t o r y t o p i c s . New York: Academic P r e s s , 1978.",['gesis-bib-92867'],"HABERMAN, S . J : : Analysis of qualitative d a t a . Vol 1. I n t r o d u c t o r y t o p i c s . New York: Academic P r e s s , 1978.","[': : Analysis of qualitative d a t a . Vol 1. I n t r o d u c t o r y t o p i c s . New York: Academic P r e s s ,']",,,"['S', 'J']",,['1978.'],,,,"['HABERMAN,', '.']",,,
one_214376,"Buchroithner, M. F.; Koch, W. G.; Zimmermann, G. (2006): Die SLUB im Dienst der Vermittlung raumbezogener graphischer Information. In: Geschichte und Zukunft von Information und Wissen. S. 105–112.",,"Buchroithner, M. F.; Koch, W. G.; Zimmermann, G. (2006): Die SLUB im Dienst der Vermittlung raumbezogener graphischer Information. In: Geschichte und Zukunft von Information und Wissen. S. 105–112.",['Die SLUB im Dienst der Vermittlung raumbezogener graphischer Information.'],,"['In:', 'S.']","['M. F.;', 'W. G.;', 'G.']",,,['105–112.'],,['Geschichte und Zukunft von Information und Wissen.'],"['Buchroithner,', 'Koch,', 'Zimmermann,']",,,['(2006):']
one_497569,"Huinink, J./Mayer, K.U. (1993): Lebensverläufe im Wandel der DDR-Gesellschaft. In H. Joas/M. Kohli (Hg.), Der Zusammenbruch der DDR. Fr~. (S.151-171)","[' gesis-solis-00160958', 'fis-bildung-110242', 'gesis-solis-00160958']","Huinink, J./Mayer, K.U. (1993): Lebensverläufe im Wandel der DDR-Gesellschaft. In H. Joas/M. Kohli (Hg.), Der Zusammenbruch der DDR. Fr~. (S.151-171)",['Lebensverläufe im Wandel der DDR-Gesellschaft.'],['H. Joas/M. Kohli'],"['In', '(Hg.),', 'Fr~. (S.151-171)']","['J./Mayer, K.U.']",,,,,['Der Zusammenbruch der DDR.'],"['Huinink,']",,,['(1993):']
one_405885,"Ohm, P. (2010). Broken promises of privacy: Responding to the surprising failure of an-onymiza tion. UCLA Law Review, 57, 1701–1760.",,"Ohm, P. (2010). Broken promises of privacy: Responding to the surprising failure of an-onymiza tion. UCLA Law Review, 57, 1701–1760.",['Broken promises of privacy: Responding to the surprising failure of an-onymiza tion.'],,,['P.'],,,['1701–1760.'],,"['UCLA Law Review,']","['Ohm,']",,"['57,']",['(2010).']
one_285750,"Melin, M. (2008). Gendered journalism cultures: strategies and tactics in the fields of journalism in Britain and Sweden. Gothenburg: Göteborgs Universitet.",,"Melin, M. (2008). Gendered journalism cultures: strategies and tactics in the fields of journalism in Britain and Sweden. Gothenburg: Göteborgs Universitet.",['Gendered journalism cultures: strategies and tactics in the fields of journalism in Britain and Sweden.'],,,['M.'],,['Gothenburg:'],,['Göteborgs Universitet.'],,"['Melin,']",,,['(2008).']
one_716171,"Bennett, S. N., (1973). Divergent thinking abilities–a validation study. The British Journal of v Educational Psychology, 43, 1-7.",,"Bennett, S. N., (1973). Divergent thinking abilities–a validation study. The British Journal of v Educational Psychology, 43, 1-7.",['Divergent thinking abilities–a validation study.'],,,"['S. N.,']",,,['1-7.'],,"['The British Journal of v Educational Psychology,']","['Bennett,']",,"['43,']",['(1973).']
one_1062783,"Holsti, Kalevi J., Peace and War: Armed Conflicts and International Order, 1648–1989 (Cambridge: Cambridge University Press, 1991).",['bszbw-wao-022811052'],"Holsti, Kalevi J., Peace and War: Armed Conflicts and International Order, 1648–1989 (Cambridge: Cambridge University Press, 1991).","['and War: Armed Conflicts and International Order,']",,,"['Kalevi J.,']",,['1648–1989 (Cambridge:'],,"['Cambridge University Press,']",,"['Holsti,', 'Peace']",,,['1991).']
one_450268,"Kohli, Martin (2003), »Der institutionalisierte Lebenslauf: ein Blick zurück und nach vorn«, in: Allmendinger, Jutta (Hg.), Entstaatlichung und Soziale Sicherheit. Verhandlungen zum 31. Kongresses der Deutschen Gesellschaft für Soziologie in Leipzig 2002, Opladen, S. 525–545.",['gesis-solis-00318073'],"Kohli, Martin (2003), »Der institutionalisierte Lebenslauf: ein Blick zurück und nach vorn«, in: Allmendinger, Jutta (Hg.), Entstaatlichung und Soziale Sicherheit. Verhandlungen zum 31. Kongresses der Deutschen Gesellschaft für Soziologie in Leipzig 2002, Opladen, S. 525–545.","['»Der institutionalisierte Lebenslauf: ein Blick zurück und nach vorn«,']","['Allmendinger, Jutta']","['in:', '(Hg.),', 'S.']",['Martin'],,"['Opladen,']",['525–545.'],,['Entstaatlichung und Soziale Sicherheit. Verhandlungen zum 31. Kongresses der Deutschen Gesellschaft für Soziologie in Leipzig'],"['Kohli,']",,,"['(2003),', '2002,']"
one_342575,"Shettima K.A., ""Ecology, Identity, Developmentalism and Displacement in Northern Nigeria"", Journal of 31 African and Asian Studies, vol. 32, 1997, pp. 66-80.","[' csa-sa-9806881', ' csa-ps-30810', 'csa-assia-94455', 'csa-sa-9806881']","Shettima K.A., ""Ecology, Identity, Developmentalism and Displacement in Northern Nigeria"", Journal of 31 African and Asian Studies, vol. 32, 1997, pp. 66-80.","['""""Ecology, Identity, Developmentalism and Displacement in Northern Nigeria"""", Journal of 31 African and Asian Studies,']","['Shettima K.A.,']","['vol.', 'pp.']",,,,['66-80.'],,,,,"['32,']","['1997,']"
one_1093837,"Lötsch, M . : Die Hofierung der Arbeiterklasse war nicht wirkungslos - Ein Rückblick auf die Sozialstrukturforschung in der ehemaligen D D R . In: Frankfurter Rundschau, Frankfurt, 14.11.1990, S. 28.",,"Lötsch, M . : Die Hofierung der Arbeiterklasse war nicht wirkungslos - Ein Rückblick auf die Sozialstrukturforschung in der ehemaligen D D R . In: Frankfurter Rundschau, Frankfurt, 14.11.1990, S. 28.",['Die Hofierung der Arbeiterklasse war nicht wirkungslos - Ein Rückblick auf die Sozialstrukturforschung in der ehemaligen D D R .'],,"[':', 'In:', 'S.']",['M .'],,"['Frankfurt,']",['28.'],,"['Frankfurter Rundschau,']","['Lötsch,']",,,"['14.11.1990,']"
one_145071,"Oswald, E. D. (1988): Alter, Übung und Training aus leistungspsychologischer Sicht. In: F. Karl & W. Tokarski (Hg.), Die ""neuen"" Alten. Beiträge der XVII. Jahrestagung der Deutschen Gesellschaft für Gerontologie. Kassel",['dza-gerolit-544496027'],"Oswald, E. D. (1988): Alter, Übung und Training aus leistungspsychologischer Sicht. In: F. Karl & W. Tokarski (Hg.), Die ""neuen"" Alten. Beiträge der XVII. Jahrestagung der Deutschen Gesellschaft für Gerontologie. Kassel","['Alter, Übung und Training aus leistungspsychologischer Sicht.']","['F. Karl', 'W. Tokarski']","['In:', '(Hg.),']",['E. D.'],,['Kassel'],,,"['Die """"neuen"""" Alten. Beiträge der XVII. Jahrestagung der Deutschen Gesellschaft für Gerontologie.']","['Oswald,']",,,['(1988):']
one_1073315,"Wirtschaftsministerium Baden-Württemberg (Hrsg.) (2002): Landesentwicklungsplan 2002, Stuttgart.",,"Wirtschaftsministerium Baden-Württemberg (Hrsg.) (2002): Landesentwicklungsplan 2002, Stuttgart.","['Landesentwicklungsplan 2002,']",['Wirtschaftsministerium Baden-Württemberg'],['(Hrsg.)'],,,['Stuttgart.'],,,,,,,['(2002):']
one_856578,"González, M.T., Moreno, M.A. (2013). El programa de Cualificación Profesional Inicial: Entre la integración o la marginación en los contextos organizativos donde se desarrolla. Revista de Investigación en Educación, 11, 118-133.",,"González, M.T., Moreno, M.A. (2013). El programa de Cualificación Profesional Inicial: Entre la integración o la marginación en los contextos organizativos donde se desarrolla. Revista de Investigación en Educación, 11, 118-133.",['El programa de Cualificación Profesional Inicial: Entre la integración o la marginación en los contextos organizativos donde se desarrolla.'],,,"['M.T.,', 'M.A.']",,,['118-133.'],,"['Revista de Investigación en Educación,']","['González,', 'Moreno,']",,"['11,']",['(2013).']
one_67755,"---. The heritability of language: a review and metaanalysis of twin, adoption, and linkage studies. Language. 2001; 77: 647-723.",,"---. The heritability of language: a review and metaanalysis of twin, adoption, and linkage studies. Language. 2001; 77: 647-723.","['---. The heritability of language: a review and metaanalysis of twin, adoption, and linkage studies.']",,,,,['Language. 2001;'],['647-723.'],,,,,['77:'],
one_829501,"Mannheim, K.: Beiträge zur Theorie der Weltanschauungs-Interpretation. In: Mannheim, K.: Wissenssoziologie. Berlin/Neuwied 1964, S. 91-154",['gesis-solis-00327411'],"Mannheim, K.: Beiträge zur Theorie der Weltanschauungs-Interpretation. In: Mannheim, K.: Wissenssoziologie. Berlin/Neuwied 1964, S. 91-154",['Beiträge zur Theorie der Weltanschauungs-Interpretation.'],,"['In:', 'S.']",['K.:'],,,['91-154'],,"['Mannheim, K.: Wissenssoziologie. Berlin/Neuwied']","['Mannheim,']",,,"['1964,']"
one_311222,"Mochmann, E./Scheuch, E.K. (Hrsg.), 1987: Infrastruktur für Sozialforschung. Köln: Zentralarchiv für empirische Sozialforschung.","['gesis-bib-94881', ' ubk-opac-LY000172343']","Mochmann, E./Scheuch, E.K. (Hrsg.), 1987: Infrastruktur für Sozialforschung. Köln: Zentralarchiv für empirische Sozialforschung.",['Infrastruktur für Sozialforschung.'],,"['(Hrsg.),']","['E./Scheuch, E.K.']",,['Köln:'],,['Zentralarchiv für empirische Sozialforschung.'],,"['Mochmann,']",,,['1987:']
one_860597,"Giacomini, R./Granger, C. W. J. (2004): Aggregation of Space-time processes, in: Journal of Econometrics, 118, p. 7-26.",['iab-litdok-K051207F09'],"Giacomini, R./Granger, C. W. J. (2004): Aggregation of Space-time processes, in: Journal of Econometrics, 118, p. 7-26.","['Aggregation of Space-time processes,']",,"['in:', 'p.']",['C. W. J.'],,,['7-26.'],,"['Journal of Econometrics,']","['Giacomini, R./Granger,']",,"['118,']",['(2004):']
one_112360,"Farquhar, Dion (1996). The Other Machine: Discourse and Reproductive Technologies. London, Routledge.",['ubk-opac-LY000555935'],"Farquhar, Dion (1996). The Other Machine: Discourse and Reproductive Technologies. London, Routledge.",['The Other Machine: Discourse and Reproductive Technologies.'],,,['Dion'],,"['London, Routledge.']",,,,"['Farquhar,']",,,['(1996).']
one_938672,"Kersting, Norbert (2003a). New information and communication technologies and the future of local democracy, IPSA Kongress, Durban.",,"Kersting, Norbert (2003a). New information and communication technologies and the future of local democracy, IPSA Kongress, Durban.","['New information and communication technologies and the future of local democracy, IPSA Kongress,']",,,['Norbert'],,['Durban.'],,,,"['Kersting,']",,,['(2003a).']
