ref_id;sowiport_id;ssoar_id;ref_text;original_table;sowi_IdDuplicates;bad duplicates;
533609;ubk-opac-LY000273567;23032.0;Giddens, A. (1994) Beyond Left and Right: The Future of Radical Politics. Cambridge: Polity Press.;table1;[wzb-bib-102184, ubk-opac-LY000273567];csa-sa-95c02201, csa-pais-1995-0102920;wrong publisher
430804;bszbw-wao-112883583;23018.0;Appiah, K.A. (2005) The Ethics of Identity. Princeton, NJ: Princeton University Press.;table1;null;;
1143089;iab-litdok-K041008F15;32483.0;Carroll, G. R./ Hannan, M. T. (2000): The Demography of Corporations and Industries. Princeton: Princeton University Press.;table1;[csa-sa-2001a01880, iab-litdok-K041008F15];;
303377;csa-sa-200100142;27117.0;Brickell, C. (2000) ‘Heroes and invaders: gay and lesbian pride parades and the public/ private distinction in New Zealand media accounts’, Gender, Place and Culture 7 (2), 163–78;table1;null;;
892777;iab-litdok-I710611-04;28598.0;Granger,C.W.J7Hatanaka,M., 1964: Spectralanalysisof economic time series. Princeton:Univ. Press. (S);table1;[ubk-opac-LY000751170, iab-litdok-I710611-04];;
186585;csa-ps-200108186;27213.0;McLaren, L. (2001), ‘Immigration and the new politics of inclusion and exclusion in the European Union: The effect of elites and the EU on individual-level opinions regarding European and non-European immigrants’, European Journal of Political Research, 39: 81-108.;table1;[bszbw-wao-387950028, csa-ps-200108186, gesis-bib-48188];;
205368;csa-ps-200613046;32948.0;Rittberger Berthold, Schimmelfennig Frank (2005), The Constitutionalization of the European Union. Explaining the Parliamentarization and Institutionalization of Human Rights, in Political Science Series, No. 104, Institute for Advanced Studies, Vienna.;table1;[csa-ps-200613046, gesis-solis-00340824, gesis-ssoar-24585];;
270688;csa-sa-75H5066;37839.0;Weinberg, Steven. 1974. Reflections of a Working Scientist. Daedalus 103 (3): 33- 45.;table1;null;;
353536;iab-litdok-K070118F07;32635.0;Nijkamp, Peter and Jacques Poot, 2005, The last word on the wage curve?, Journal of Economic Surveys 19, 421-450.;table1;null;;
634753;csa-pais-2007-21620;22298.0;Doellgast, V. and Greer, I. (2007) ‘Vertical Disintegration and the Disorganisation of German Industrial Relations’, British Journal of Industrial Relations 45(1): 55–76.;table1;null;;
28301;fis-bildung-602860;13250.0;Donnelly, J. (2001). Contested terrain or unified project? 'The nature of science' in the National Curriculum for England and Wales. International Journal of Science Education, 23(2), 181-195.;table1;null;;
205674;csa-sa-200609291;23654.0;Grimmer, B./ T. Röhl: Female Students at Universities in Baden-Württemberg, Rhone-Alpes and Catalonia. A Secondary Analysis of Gender, Interest in Science and Research, and the Intention to do a Doctorate. In: Papers – Revista Sociologica. Barcelona 2005, S. 199-215.;table1;null;;
777546;wzb-bib-47992;22072.0;Godelier, Maurice (1990): Natur, Arbeit, Geschichte: Zu einer universalgeschichtlichen Theorie der Wirtschaftsformen. Hamburg: Junius. 279 S. [29];table1;[fes-bib-417852, wzb-bib-47992];;
69251;csa-assia-9121665;26965.0;Quittner, A. L., Glueckauf, R. L. & Jackson, D. N. (1990). Chronic parenting stress: Moderating versus mediating effects of social support. Journal of Personality and Social Psychology, 59(6), pp. 1266-1278.;table1;null;;
570514;gesis-solis-00321865;32827.0;Albrecht, Martin/ Braun, Hans (1998): International research project on job retention and return to work strategies for disabled workers: study report Germany. Geneva: International Labour Office;table1;[iab-litdok-K031127F07, gesis-solis-00321865];;
133564;csa-ps-200711247;36473.0;Elkins, Zachary/Guzman, Andrew T./Simmons, Beth A. 2006: Competing for Capital: The Difusion of Bilateral Investment Treaties 1960-2000, in: International Organization 60: 4, 811- 846.;table1;[bszbw-wao-282451323, csa-ps-200711247];;
776076;csa-ps-200806958;42310.0;Wagner, Gert G. / Frick, Joachim R. / Schupp, Jürgen (2007): The German Socio-Economic Panel Study (SOEP) – Scope, Evolution and Enhancements, in: Schmollers Jahrbuch 127, Heft 1, S. 139-169.;table1;[csa-ps-200806958, gesis-solis-00389273, iab-litdok-K070730N06];;
1088099;csa-ps-200506497;6203.0;Medianu, N. (2002). “Analysing Political Exchanges between Minority and Majority Leaders in R omania”. The Global Review of Ethnopolitics 1 (4): 28-41.;table1;null;;
1106416;gesis-solis-00302963;33981.0;Becker, Irene ( ­­ ) Frauenerwerbstätigkeit hält Einkommensarmut von Familien in Grenzen. In: Vierteljahreshefte zur Wirtschaftsforschung, Nr. ,   – ¨ .;table1;[gesis-solis-00302963, iab-litdok-K020610D05];;
225697;fes-bib-202644;35316.0;Hohn, H.-W. (1988): Von der Einheitsgewerkschaft zum Betriebssyndikalismus. Berlin.;table1;[iab-litdok-I890125F10, fes-bib-202644, gesis-solis-00121194];;
717340;csa-pais-1990-1007799;31089.0;DALBY, S. (1990): Creating the second cold war: the discourse of politics. London: Pinter.;table1;null;;
916667;csa-sa-9912806;5958.0;Blaschke, Sabine (1999). Gewerkschaftlicher Organisationsgrad in Österreich, in: Zeitschrift für Soziologie, 28 (1), 6071.;table1;[gesis-solis-00242984, csa-sa-9912806];;
336567;csa-assia-312651;22856.0;Cullen, M. J., Hardison, C. M., & Sackett, P. R. (2004). Using SAT-grade and ability-job performance relationships to test predictions derived from stereotype threat theory. Journal of Applied Psychology, 89, 220–230.;table1;null;;
926945;ubk-opac-LY000214020;38189.0;Said, Edward W. ( ) Representations of the Intellectual. London.;table1;null;;
128630;csa-assia-18508;46409.0;Chayes, A. and Chayes, A.H. (1993): On Compliance, in: International Organization, 47(2): S. 175–205.;table1;[csa-assia-18508, csa-ps-258562, bszbw-wao-101782918];;
1075508;csa-assia-200813255;27739.0;Becker CB, Bull S, Schaumberg K, Cauble A, Franco A (2008) Effectiveness of peer-led eating disorders prevention: A replication trial. J Consult Clin Psychol 76:347-354;table1;null;;
63596;gesis-solis-00353577;35668.0;Schipfer, Rudolf Karl: Der Wandel der Bevölkerungsstruktur in Österreich. Auswirkungen auf Regionen und Kommunen. Nr. 51/2005;table1;[gesis-solis-00353577, gesis-ssoar-35684];;
636033;fis-bildung-178470;5520.0;Beck, UlricWBeck-üernsheim, Elisabeth (1990): Das ganz normale Chaos der Liebe. FrankfudM.;table1;[fes-bib-476016, ubk-opac-LY000057777, fis-bildung-178470, wzb-bib-48218];;
991863;csa-ps-201319697;40392.0;Labbate, Silvio. 2013. Italy and the Development of European Energy Policy: From the Dawn of the Integration Process to the 1973 Oil Crisis. European Review of History 20: 67-93.;table1;null;;
582757;gesis-solis-00139876;5950.0;Braun, Dietmar (1989). Grenzen politischer Regulierung. Der Weg in die Massenarbeitslosigkeit, Wiesbaden.;table1;[gesis-solis-00139876, ubk-opac-LY000028166, iab-litdok-I900213F15];;
992732;csa-ps-9607916;6129.0;Linklater, A., 1996. “Citizenship and sovereignty in the post-Westphalian state.” European Journal of International Relations, 2 (1), 77- 103.;table1;null;;
620818;gesis-ssoar-23611;19903.0;"Bender, S.; Brand, R. und Bacher, J. 2001: Re-identifying register data by survey data: An empirical study. Statistical Journal of the United Nations Economic Commission for Europe, Vol. 18, Number 4, Special Issue: Data Confidentially, pp. 373-381.";table1;[iab-litdok-K020808F04, gesis-ssoar-23611];;
772638;gesis-bib-32837;3021.0;Lijphart, Arend (1971). Comparative Politics and the Comparative Method. American Political Science Review, 65, 682-693.;table1;null;;
527602;csa-pais-1985-0004777;26225.0;Viehoff, Ludger (1984): Zur Entwicklung der Soziologie an den Hochschulen der Bundesrepublik Deutschland von 1960 bis 1981. In: Zeitschrift für Soziologie, 13, 3: 264-272.;table1;[gesis-solis-00031370, fis-bildung-20677, csa-sa-84O2492, csa-pais-1985-0004777, gesis-bib-31625];;
1075337;dza-gerolit-544331249;42845.0;Schütze, F. (1981): Prozessstrukturen des Lebenslaufs. In: Matthes, J./Pfeifenberger, A./Stosberg, M. H. (Hrsg.): Biographie in handlungswissenschaftlicher Perspektive. – Nürnberg, S. 67-156.;table1;[dza-gerolit-544331249, gesis-solis-00044405];;
1137592;gesis-solis-00530640;20403.0;Hoem, J. M., Jasilioniene, A., Kostova, D., & Muresan, C. (2009b). The structure of recent ﬁrst-union formation in Romania. Romanian Journal of Population Studies. MPIDR Working Paper WP-2009- 002. http://www.demogr.mpg.de/papers/working/wp-2009-002.pdf.;table1;null;;
842775;gesis-solis-00103756;20113.0;Zeh, J. 1987: Stichprobenbildung bei Telefonumfragen. In: Angewandte Sozialforschung, 14, S.189-198 und 337-347.;table1;[gesis-solis-00103756, gesis-bib-22993];;
827581;fis-bildung-757208;29976.0;Lessenich, S./Nullmeier , F. (Hrsg.) (2006): Deutschland – eine gespaltene Gesellschaft. Frankfurt.;table1;[iab-litdok-K060310F19, gesis-smarth-0000008763, fes-bib-480732, fis-bildung-757208, wzb-bib-147962, gesis-solis-00368794, fis-bildung-773962, ubk-opac-HL005659830];;
772274;csa-assia-109533;28668.0;Roese, N. J., & Maniar, S. D. (1997). Perceptions of purple: Counterfactual and hindsight judgments at Northwestern Wildcats football games. Personality and Social Psychology Bulletin, 23, 1245-1253.;table1;null;;
706309;gesis-solis-00330398;23387.0;Windeler, Arnold/Wirth, Carsten (2004): Arbeitsregulation in Projektnetzwerken. Eine strukturationstheoretische Analyse. In: Industrielle Beziehungen, Jg. 11, Heft 4, S. 295-319.;table1;[gesis-solis-00330398, iab-litdok-K050523N18, gesis-ssoar-34631];;
842015;csa-sa-200807582;27759.0;Sani, F., Bowe, M., Herrera, M., Manna, C., Cossa, T., Miao, X., et al. (2007). Perceived collective continuity: Seeing groups as entities that move through time. European Journal of Social Psychology, 37, 1118-1134.;table1;[csa-assia-200808147, csa-sa-200807582];;
910002;csa-sa-200113224;16439.0;Blasius, Jörg (2000) Die Analyse von Lebensstilen mit Hilfe der Korrespondenzanalyse.;table1;[csa-sa-200113224, gesis-solis-00274241, gesis-bib-49296];;
494277;bszbw-wao-387352112;42928.0;Retamozo, M. Y Muñoz, M. A. (2008). Hegemonía y discurso en la Argentina contemporánea. Efectos políticos de los usos de “pueblo” en la retórica de Néstor Kirchner. En Perfiles latinoamericanos (031). México: Facultad Latinoamericana de Ciencias Sociales.;table1;[bszbw-wao-387352112, csa-sa-200819821];;
895574;csa-ps-200600538;31260.0;P, A. (2005): Remarks on Europe’s transforming meta-geography. In: Geopolitics 10, H. 3, S. 580-585.;table1;null;;
335594;ubk-opac-LY000573178;5578.0;Bourdieu, P. (1982) Ce que parler veut dire. L 'economie des echanges linguistiques, Paris: Fayard;table1;[ubk-opac-LY000573178, bszbw-wao-009211691];;
725011;iab-litdok-K050214N11;13048.0;Meng, X., Gregory, R.G., (2005): Intermarriage and the economic assimilation of immigrants. Journal of Labor Economics 23: 135-175.;table1;null;;
789666;iab-litdok-I720323-17;3727.0;Becker, H.S. (1970). Sociological work. Method and substance. Aldine, Chicago;table1;[ubk-opac-LY000491984, iab-litdok-I720323-17];;
155425;gesis-solis-00191455;24037.0;Lemieux, T., Fortin, B. and Fréchette, P. (1994) The Effecetof Taxes on Labor Supply in the w Underground Economy, The American Economic Review, 84, 231-254.;table1;[gesis-solis-00191455, iab-litdok-I940601D12];;
682532;wzb-bib-85213;45810.0;TUCHMAN, G. Making news: a study in the construction of reality. New York: Press. 1978.;table1;[ubk-opac-HL002245472, wzb-bib-85213];;
933880;csa-assia-68497;42697.0;Langham S, Thorogood M, Normand C, Muir J, Jones L, Fowler G (1996): Costs and cost effectiveness of health checks conducted by nurses in primary care: the Oxcheck study, British Medical Journal, 312(7041), 1265-1268;table1;null;;
503891;csa-sa-200604961;11061.0;Weller, C. / A. Kirschner (2005): Zivile Konfliktbearbeitung – Allheilmittel oder Leerformel? Möglichkeiten und Grenzen eines viel versprechenden Konzepts, in: Internationale Politik und Gesellschaft 4, 10–29;table1;[csa-sa-200604961, csa-ps-200604741, bszbw-wao-284509035, fes-bib-221214, gesis-solis-00346765, fes-bib-269447];;
988566;csa-pais-1990-0023689;19675.0;Pfeiffer, Hermannus (1989): Die Macht am Main. Einfluß und Politik der deutschen Großbanken. Pahl-Rugenstein.;table1;null;;
187323;gesis-solis-00154684;34108.0;Ulich, E. (1991): Arbeitspsychologie. Stuttgart. Poeschel.;table1;[iab-litdok-I901129F30, fis-bildung-216276, gesis-solis-00154684];;no stuttgart/poeschel
356842;bszbw-wao-387467947;38302.0;"Arias, Enrique Desmon; Rodrigues, Corinne Davis (2006): The Myth of Personal Security. Criminal Gangs, Dispute Resolution, and Identity in Rio de Janeiro’s Favelas. In: Latin American Politics and Society, Vol. 48, No. 4. 53-81.";table1;[csa-ps-200707926, csa-sa-200707083, bszbw-wao-387467947];;
492468;fis-bildung-89362;11655.0;Cornelißen, W. (1989): Notwendige Elemente einer Politik für alleinerziehende Mütter. In: Frauenforschung, 7 (4), 1-11.;table1;[fis-bildung-89362, iab-litdok-I900601D06, gesis-solis-00118120];;
697871;csa-assia-8860081;36813.0;Miller, P.A. / Eisenberg, N. (1988): The relation of empathy to aggressive and externalizing/antisocial behavior. In: Psychological Bulletin, 103 (3), 324344.;table1;null;;
1080918;gesis-solis-00013926;3738.0;Lofland, J. (1971). Feldnotizen. In: K. Gerdes. Explorative Sozialforschung, Enke, 1979, Stuttgart, pp 110-120;table1;null;;
853080;csa-sa-200013351;35105.0;Cattero, Bruno (1999): Beteiligung, Partizipation, Mitbestimmung – das Statut der Europäischen Aktiengesellschaft und der babylonische Turm europäischer Arbeitsbeziehungen. In: Zeitschrift für Rechtssoziologie, 20: 262-282.;table1;[gesis-solis-00257488, csa-sa-200013351];;
794953;gesis-solis-00412640;31937.0;Rusconi, Alessandra/Solga, Heike (2008): A systematic reflection upon dual career couples. WZB Discussion Paper SP I 2008-505, Berlin. http://bibliothek.wzb.eu/ pdf/2008/i08-505.pdf [Zugriff: 31.05.2011];table1;[gesis-solis-00412640, fis-bildung-842697, wzb-bib-175097, gesis-ssoar-25916, iab-litdok-K081027P11];;
546207;fes-bib-567870;25531.0;Schoenbaum, David (1968): Die braune Revolution. Eine Sozialgeschichte des Dritten Reiches, Köln, Berlin;table1;[fes-bib-567870, gesis-bib-101931, ubk-opac-LN001523802];;
86397;gesis-bib-98154;17383.0;Schäfers, Bernhard (2002), Sozialstruktur und sozialer Wandel in Deutschland, Stuttgart.;table1;[iab-litdok-K020918F02, gesis-bib-98154];;
559625;fes-bib-433405;16582.0;Schubert, Klaus/ Klein, Martina (1997) Das Politiklexikon. Bonn.;table1;[gesis-solis-00240960, bszbw-wao-059634804, fis-bildung-482302, fes-bib-433405];;
148247;fes-bib-569041;12111.0;Sengenberger, Werner (1987): Struktur und Funktionsweise von Arbeitsmärkten. Frankfurt/M.: Campus.;table1;[fis-bildung-160881, fes-bib-569041, gesis-solis-00096430, iab-litdok-I870319F24, gesis-ssoar-6812, wzb-bib-50088, ubk-opac-HL001891304];;
887553;csa-pais-2002-0802650;26836.0;Carothers, Thomas 2002: The End of the Transition Paradigm, in: Journal of Democracy, 13, 1: 5­19.;table1;[csa-ps-200206921, csa-pais-2002-0802650, bszbw-wao-387896627];;
455066;gesis-solis-00589253;51579.0;Botsch, Gideon (2012): Die extreme Rechte in der Bundesrepublik Deutschland 1949 bis heute. Wissenschaftliche Buchgesellschaft: Darmstadt.;table1;null;;
839409;fes-bib-56041;38373.0;Müller, U. 2005. Supergau Deutsche Einheit. Berlin.;table1;[fes-bib-56041, gesis-solis-00346000];;
488030;fes-bib-108222;32007.0;HRADIL, STEFAN (1987): Sozialstrukturanalyse in einer fortgeschrittenen Gesellschaft. Opladen: Leske + Budrich.;table1;[gesis-solis-00089325, iab-litdok-I870115F52, fes-bib-108222, fis-bildung-678377, gesis-bib-90381, wzb-bib-87446, ubk-opac-LY000867596];gesis-solis-00538921;related
706650;csa-assia-122002;31604.0;Heinrich J, Popescu M, Wjst M, Goldstein I F, Wichmann HE (1998) Atopy in Children and Parental Social Class. American Journal of Public Health 88 (9), pp. 1319-1324;table1;[csa-pei-5067276, csa-assia-122002];;
1042707;csa-sa-201058486;41907.0;Cook, A. (2010): The Expatriate Real Estate Complex: Creative Destruction of and the Production of Luxury in Postsocialist Prague. International Journal of Urban and Regional Research 34, pp. 611-628.;table1;[csa-ps-201055754, csa-sa-201058486];;
913528;csa-sa-200019380;28299.0;Funk, J. B., Buchman, D. D. & Germann J. N. (2000). Preference for violent electronic games, self-concept, and gender differences in young children. American Journal of Orthopsychiatry, 70 (2), 233-241.;table1;[csa-sa-200019380, csa-assia-155216];;
109696;fes-bib-721303;34438.0;Wilpert, B./Rayley, J. (1983): Anspruch und Wirklichkeit der Mitbestimmung. Frankfurt/Main.;table1;[gesis-solis-00091206, gesis-bib-113414, fes-bib-721303, wzb-bib-67539];;
868497;bszbw-wao-032106564;35730.0;Talas, C. (1992): 'Türkiye'nin Açıklamalı Sosyal Politika Tarihi. Bilgi.;table1;null;;
562602;not_match;49857.0;"Mohr, S.; Hribek, G.; Mang, S. (2012): Verbundantrag MINI E Garmisch-Partenkirchen. München (unveröffentlicht).";table2;null;;
1140043;not_match;5739.0;"Blossfeld, H.-P./G. Rohwer, forthcoming: ""Family Cycle and Growth in Women's Part-time Work in West-Germany"". In: Blossfeld, H.-P./C. Hakim (eds.): Between Equalization and Marginalization. Part-time Working Women in Europe and the United States. Oxford: Oxford University Press.";table2;null;;book available
1031358;gesis-ssoar-45750;45747.0;Naithani, P. & Jha., A.N. (2009 b). Model of expatriate adjustment and framework for organisational support. The Alternative: Journal of Mgmt. Studies and Research, 8 (1), 34-41.;table2;null;;
1060547;not_match;47116.0;Oels, D. / Schikowski, M. (2012). Non Fiktion, Heft 1-2 (von 2012): „Ratgeber“.;table2;null;;
857769;gesis-solis-00534324;11737.0;Hillmert, Steffen, & Mayer, Karl Ulrich (Hrsg.). (2004): Die Geburtsjahrgänge 1964 und 1971: Ein Überblick. Geboren 1964 und 1971 (S. 17-21). Vs Verlag für Sozialwissenschaften.;table2;null;;book available
1006986;not_match;42183.0;Casey, Bernard H. (2004): The Japanese Retirement Income System: A spezial case ? The Pensions Institute. Discussion Paper PI-0407.;table2;null;;
611770;not_match;38984.0;Lauth, G. W. (2004): Allgemeine Lernschwäche. In: Lauth, G. W./Grünke, M./Brunstein, J. C. (Hrsg.): Interventionen bei Lernstörungen. Förderung, Training und Therapie in der Praxis. – Göttingen, S. 55-64.;table2;null;;book available
687001;not_match;3616.0;Tenorth, H.-E.lZedler, P., 1989: Vorwort zu Lüders (1989), Weinheim.;table2;null;;
671948;csa-ps-163385;35492.0;Lesthaeghe, R. (1983). A century of demographic and cultural change in Western Europe: An exploration of underlying dimensions. Population and Development Review, 9 (3), pp. 411-435.;table2;[csa-ps-163385, csa-pais-1984-0706470, csa-sa-85O8702];;
908897;not_match;36708.0;Szelenyi, Ivan/Glass, Christy (1999): Winners of the Reforms: The New Economic and Political Elite. In: Income Distribution and Social Structure during the Transition’, World Institute for Development Economics Research of the United Nations University (UNU-WIDER), Helsinki, 1999, S. 1-44, Webseite: http://website1.wider.unu.edu/publications/1998-1999-1-2/1998-1999-1-2-5.pdf, (Zugriff: 28.08.2010);table2;null;;
627754;not_match;27339.0;Schulpen, L. (2007a) Development in the ‘Africa for Beginners’: Dutch Private Initiatives in Ghana and Malawi, Nijmegen: cidin, Radboud Universiteit Nijmegen.;table2;null;;
611897;bszbw-wao-390540455;6013.0;UDF (2000). Projet pour une Constitution de lUnion Européenne. Soumis à débat, Oktober. Der Text ist abrufbar über die Web-Seite der Deutschen Gesellschaft für Auswärtige Politik (DGAP) (www.dgap.org), Stichwort: European Constitution Watch.;table2;null;;
861693;not_match;39243.0;Hoffmann, Stefan-Ludwig (2011): Zur Anthropologie geschichtlicher Erfahrungen bei Reinhart Koselleck und Hannah Arendt, in: Hans Joas und Peter Vogt (Hg.): Begriffene Geschichte. Beiträge zum Werk Reinhart Kosellecks, Berlin, 171-204.;table2;null;;
680666;not_match;3739.0;Sellin, V. (1985). Mentalität und Mentalitätsgeschichte. Historische Zeitschrift 241;table2;null;;
727208;gesis-solis-00004006;33834.0;"Krtiger, Lorenz, 1975: Pilosophische Aspekte der Wissenschaftsforschung. K6iner Zeitschrift ffir Soziologie und Sozialpsychologie, Sonderheft 18 ,,Wissenschaftssoziologie"", 515-525.";table2;[gesis-solis-00004006, csa-sa-83N5272];;
731713;not_match;1103.0;Cassirer, E. (1985). Form und Technik. Symbol, Technik, Sprache. Aufsätze aus den Jahren 1927-1933. Hamburg, Felix Meiner (zuerst 1930).;table2;null;;
1137923;not_match;6784.0;Floyd, C : Software Development as Reality Construction. In: C. Floyd et al. (eds.): Software Development and Reality Construction, Berlin/Heidelberg/ New York etc. 1992, pp. 86-100.;table2;null;;
1105585;dzi-solit-0148018;20464.0;Wiesner, R. (2004). Das Wächteramt des Staates und die Garantenstellung der Sozialarbeiterin / des Sozialarbeiters zur Abwehr von Gefahren für das Kindeswohl. Zentralblatt für Jugendrecht, 91(5), 161-172.;table2;[fis-bildung-657480, dzi-solit-0148018];;
1128885;dza-gerolit-785192352;49790.0;Kabisch, S. und Peter, A. (2014): Quartiere auf Zeit. In: O. Schnur (Hrsg.): Quartiersforschung. Zwischen Theorie und Praxis. 2. Auflage. Wiesbaden: Springer VS, 339-357.;table2;[dza-gerolit-785192352, gesis-solis-00411137];gesis-solis-00409458;book available
418289;gesis-solis-00114809;6860.0;Mayntz, Renate (Hrsg): Differenzierung und Verselbständigung (Campus Verlag 1988;table2;[fes-bib-85948, gesis-bib-102462, ubk-opac-LY000667706, gesis-solis-00114809];;
914398;gesis-ssoar-21008;19541.0;Hill, P. B. (1988). Unterschiedliche Operationalisierungen von egozentrierten Netz‐werken und  ihr Erklärungsbeitrag in Kausalmodellen. ZUMA­Nachrichten 22, 45–57. ;table2;[gesis-bib-24217, gesis-solis-00107674, gesis-ssoar-21008];;
1032130;gesis-ssoar-31656;33060.0;• Würth, Anna/Kämpf, Andrea (2010): Mehr Menschenrechte in die Entwicklungspolitik! Berlin: Deutsches Institut für Menschenrechte. http://www.institut-fuer-menschenrechte.de/ uploads/tx_commerce/policy_paper_15_mehr_menschenrechte_in_die_entwicklungspolitik.pdf, oder als barrierefreie Version: http://www.institut-fuer-menschenrechte.de/uploads/tx_commerce/policy_paper_15_mehr_menschenrechte_in_die_entwicklungspolitik_bf.pdf (Stand. 30.07.2011).;table2;[bszbw-wao-389483281, gesis-ssoar-31656];;
940092;bszbw-wao-387378685;25642.0;Goebel, Jan und Peter Krause 2007: Gestiegene Einkommensungleichheit in Deutschland, in: Wirtschaftsdienst 20007/12: 824 – 832.;table2;null;;
205112;wzb-bib-60160;32948.0;Madsen, A. (1981). Private Power: Multinational Corporations for the Survival of Our Planet. Paperback. London: Abacus.;table2;null;;
50748;not_match;33510.0;Bundesregierung (1999): Stellungnahme der Bundesregierung zum Bericht über die Lebenssituation von Kindern und die Leistungen der Jugendhilfen in Deutschland – Zehnter Kinder- und Jugendbericht – vom 25. August 1999, Bundestags-Drucksache 13/11368.;table2;null;;
572492;not_match;36903.0;Granovetter, M. (1982) The Strength of Weak Ties: A Network Theory Revisited. In: Marsden, P. V. and N. Lin (Eds.) Social Structure and Network Analysis. Sage Publications. Beverly Hills, CA., 105-130.;table2;null;;
462994;csa-sa-200818389;31025.0;MANNING, P. u. A. UPLISASHVILI (2007): “Our beer”: ethnographic brands in postsocialist Georgia. In: American Anthropologist 109, H. 4, S. 626-641.;table2;null;;
154506;fis-bildung-709192;36231.0;Tettenborn, Annette: Zeitgemäßes Lernen an der Universität: „Neuer Wein in alte Schläuche?“;table2;[gesis-ssoar-36230, gesis-solis-00330451];;
564776;dza-gerolit-54470939X;49804.0;"Verhey, F. R. J.; Rozendaal, N.; Ponds, R. W. H. M. & Jolles, J. (1993): Dementia, awarness and depression. In: International Journal of Geriatric Psychiatry 8, S. 851–856.";table2;null;;
443720;not_match;22631.0;Grundmann, G., Hori, S., Winter, B., Tami, A. and Austin, D. (2002). Risk factors for the transmission of methicillin-resistant Staphylococcus aureus in an adult intensive care unit: Fitting a model to the data. Journal of Infectious Diseases, 185(4), 481–8.;table2;null;;
155118;not_match;6463.0;Amorós, Celia (1997). Tiempo de Feminismo. Madrid: Cátedra.;table2;null;;
429854;gesis-solis-00217035;44078.0;"Petuchow, Wladimir; Wjunizkij, Wladimir: Die Rolle rußländischer Wirtschaftseliten im Jahre 1996. Bericht des BIOSt, 1997, 17";table2;[gesis-ssoar-4294, bszbw-wao-401287505, bszbw-wao-059380438];;
846401;not_match;20222.0;Universitätsassistentin am Institut für Psychologie der Universität Innsbruck (2001-2004) Dozentin an der Fachhochschule Nordwestschweiz (seit 2004) Weitere ausgewählte Publikationen der Autorin:;table2;null;;not a ref
372009;csa-pais-2005-0103220;11352.0;Kulis, M. et al. (2004): Truck Drivers and Casual Sex. An Inquiry into Potential Spread of HIV/AIDS in the Baltic Region. World Bank Working Paper No. 37, The World Bank;table2;null;;
431202;csa-pais-1954-20318;13283.0;"Leontief, W. (1953) Domestic production and foreign trade; the American capital position re-examined, Proceedings of the American Philosophical Society, 97, 332-349.";table2;null;;
1105482;not_match;20464.0;Canadian Centre for Justice Statistics. (2004). Family violence in Canada: A statistical profile 2004. Ottawa.;table2;null;;
653265;gesis-bib-90337;24690.0;HARTJEN, CLAYTON A., Possible Trouble.An Analysis o f Social Problems, New York 1977.;table2;[ubk-opac-LY000808220, gesis-bib-90337];;
343015;not_match;42086.0;Jones, S. (2009) Policy and Financing for Sustainable Land Management in Africa: Lessons and Guidance for Action. Report prepared by Global Mechanism and FAO for TerrAfrica.;table2;null;;
1138468;gesis-ssoar-3280;28597.0;[296] Alexander Szalai, TheOrganizatioanndExecutionofCross-NationalSurveyResearchProjectsH,SR No. 66 (1993),pp. 139-171.;table2;[gesis-ssoar-3280, csa-sa-9404860, gesis-solis-00165466, gesis-bib-34817];;
989414;not_match;45002.0;Dulckeit, Gerhard, Philosophie der Rechtsgeschichte. Die Grundgedanken des Rechtsbegriffs in seiner historischen Entwicklung, Heidelberg o.J. (1951);table2;null;;
735308;not_match;51848.0;PNUD (2010). Derechos de la población afrodescendiente de América Latina: desafíos para su implementación. Panamá: Programa de las Naciones Unidas para el Desarrollo.;table2;null;;
946925;not_match;27359.0;Irish Times (1994). “Jobs Scheme ‘Excluding’ Youth”. 11 April, p. 2.;table2;null;;
779047;not_match;6757.0;"Roth, S.; Schulten, Th.: Post-Lean-Production in Japan - Zwei Fallstudien über die „New-Generation-Factories"" in der japanischen Automobilindustrie. In: K. Zwickel (Hrsg.): Vorbild Japan? Frankfurt am Main/Düsseldorf 1996, S. 206-224.";table2;null;;
981301;gesis-ssoar-27547;46380.0;Klein, Wolfram (2009), Die Folgen der Finanzkrise für Lateinamerika. Kann die deutsche Entwicklungspolitik einen Beitrag zu ihrer Überwindung liefern?, GIGA Focus Lateinamerika, 11, online: <www.giga­hamburg. de/giga­focus/lateinamerika>.;table2;[csa-pais-2010-475843, bszbw-wao-389504300, gesis-ssoar-27547];;
841253;not_match;18380.0;Hitzler, Ronald/Bucher, Thomas/Niederbacher, Arne (20052), Leben in Szenen, Wiesbaden.;table2;null;;there are many versions
357793;gesis-solis-00174691;24868.0;Mischkowitz, R., 1993: Kriminelle Karrieren und ihr Abbruch. Empirische Ergebnisse einer kriminologischen Langzeituntersuchung als Beitrag zur „Age-Crime-Dabate“. Bonn: Forum Verlag Godesberg.;table2;null;;
680153;csa-sa-85O4244;3739.0;LCvi-Strauss, C. (1983). Histoire et ethnologie. Annales E S C, 38:1217-1231;table2;null;;
251074;csa-ps-9609685;27081.0;Weldes, J. (1996), ‘Constructing National Interests’, European Journal of International Relations, 2:3.;table2;null;;
82646;not_match;31745.0;Brosi, Walter (2004): Ausbildungssituation und Ausbildungsoffensive 2004, Vortragsmanuskript, Mai 2004.;table2;null;;
494363;not_match;42928.0;Cymerman, C. (1993). La literatura hispanoamericana y el exilio. En Revista Iberoamericana (164-165), pp. 524-550.;table2;null;;
